ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:306836,https://data.letterenhuis.be/ark:/24970/8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,Brieven,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0,2089,In Copyright
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,e73_CreationActors,,,au::8388,,,,lhbr,f3dfbb56-f2b9-57b7-a8aa-37335172c3b9,bs,,au::8388:1,au::8388g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/897516"",""au::8388"",""au::8388:1"",""ark:/83110/x0/f3dfbb56-f2b9-57b7-a8aa-37335172c3b9"",""Jan de Hartog""],""name"":""Jan de Hartog"",""ark"":""ark:/83110/x0/f3dfbb56-f2b9-57b7-a8aa-37335172c3b9"",""uri"":""/agents/people/897516"",""id"":""au::8388:1"",""isCapacity"":false}",ark:/83110/x0/f3dfbb56-f2b9-57b7-a8aa-37335172c3b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,e73_CreationActors,,,au::10103,,,,lhbr,0ebee36b-6b4a-5521-bf6f-d9e6e170b6c9,co,,au::10103:1,au::10103g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/1081021"",""au::10103"",""au::10103:1"",""ark:/83110/x0/0ebee36b-6b4a-5521-bf6f-d9e6e170b6c9"",""Bernard Kemp""],""name"":""Bernard Kemp"",""ark"":""ark:/83110/x0/0ebee36b-6b4a-5521-bf6f-d9e6e170b6c9"",""uri"":""/agents/people/1081021"",""id"":""au::10103:1"",""isCapacity"":false}",ark:/83110/x0/0ebee36b-6b4a-5521-bf6f-d9e6e170b6c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19740520,,,,,,,,,,,,,,,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1974-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000295188,referentienummer,False,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:306836,brocade id,False,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:306836/N,brocade url,False,,,,,,,,,,,,
8d72ebd2-e15f-5e7f-a6a5-2243c036aa96,tg:lhbr:306836,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""32e1160c-3883-5ac7-8723-9901cd1449b3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""192ed5e6-1bb4-4da4-a220-8fe14ad89e1d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
