ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,ire.isaar.id,place_au_code,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:887,https://data.rubenianum.be//ark:/86530/af2981b0-ba52-5b1d-ae32-5ca554e6227e,Brieven,,,,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_AssociatedRecords,1,,,,,,,,,rubgr_brief,relatie naar geheel,tg:rubgr:882,Verwijzing naar Grossmann object,,216b01a2-d178-58d4-895a-736dc54d7f71,"[{""resourceId"": ""216b01a2-d178-58d4-895a-736dc54d7f71"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cebccf84-a7df-4efc-984d-b9c1169e1d22"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""05bd2051-6e12-44ea-be2d-e358d303f1ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bc353b88-aacb-4784-851c-05b3a0588f7f"", ""inverseOntologyProperty"": """"}]"
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0,2089,In Copyright,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_Correspondence,1,,,,,,,,,,,,,,,,"Muller, Joseph-Emile",recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_CreationActors,,,au::111146,,,,,,,rubgr_brief,,,,,,,,correspondents (correspondence writers),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,bs,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""isCapacity"":false}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19740318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1974-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Korte inhoud: [Taal, Duits] De toegezonden grote foto bevestigde de toeschrijving aan Gillis Mostaert.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,e73_ExternalRelationsExtras,a::rub.23,ow.link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,260966,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,
