ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:276014,https://data.letterenhuis.be/ark:/24970/b012dc2b-9b84-5129-8636-d544369548d7,Brieven,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.0,2082,In Copyright
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,e73_CreationActors,,,au::6137,,,,lhbr,d441edd0-98d3-5686-979e-7e053450de0a,bs,,au::6137:1,au::6137g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/656659"",""au::6137"",""au::6137:1"",""ark:/83110/x0/d441edd0-98d3-5686-979e-7e053450de0a"",""Hugo Dyserinck""],""name"":""Hugo Dyserinck"",""ark"":""ark:/83110/x0/d441edd0-98d3-5686-979e-7e053450de0a"",""uri"":""/agents/people/656659"",""id"":""au::6137:1"",""isCapacity"":false}",ark:/83110/x0/d441edd0-98d3-5686-979e-7e053450de0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,e73_CreationActors,,,au::5281,,,,lhbr,060aae26-2307-563b-8e03-f669281bea24,co,,au::5281:1,au::5281g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/565067"",""au::5281"",""au::5281:1"",""ark:/83110/x0/060aae26-2307-563b-8e03-f669281bea24"",""André Demedts""],""name"":""André Demedts"",""ark"":""ark:/83110/x0/060aae26-2307-563b-8e03-f669281bea24"",""uri"":""/agents/people/565067"",""id"":""au::5281:1"",""isCapacity"":false}",ark:/83110/x0/060aae26-2307-563b-8e03-f669281bea24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19670820,,,,,,,,,,,,,,,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1967-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000264629,referentienummer,False,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:276014,brocade id,False,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:276014/N,brocade url,False,,,,,,,,,,,,
b012dc2b-9b84-5129-8636-d544369548d7,tg:lhbr:276014,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4fc40653-973f-51f4-90eb-70e46202c576"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a2d02d0-def5-4504-8a3b-1572ff4b3bc6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
