ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:39,https://data.museumplantinmoretus.be/ark:/11975/762447a9-824c-5a07-898e-ebc322400a02,Brieven,,,,
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,Places,1,id/place.place,,,,,,,,,,au::100141,,,,,,,,,,,,,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Dominicus Kerper is de momboor van de kinderen van François I Foppens</p>
","<p>Dominicus Kerper is de momboor van de kinderen van François I Foppens</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762447a9-824c-5a07-898e-ebc322400a02,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3c0f8c34-46c3-4d68-8b5d-6864ac21ad30"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8fa2ae5f-c0e6-4e27-a9fc-17d260a502eb"", ""inverseOntologyProperty"": """"}]"
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,e73_ConnectedSubjects,,,au::109067,,,,mpm,97c81a6e-882e-5e42-aafa-4ae11d1c596a,ow,subjects (content of works),au::109067:1,au::109067g:1,,"dlod={""suggest"":[""/agents/people/11670169"",""au::109067"",""au::109067:1"",""ark:/83110/x0/97c81a6e-882e-5e42-aafa-4ae11d1c596a"",""François I Foppens""],""name"":""François I Foppens"",""ark"":""ark:/83110/x0/97c81a6e-882e-5e42-aafa-4ae11d1c596a"",""uri"":""/agents/people/11670169"",""id"":""au::109067:1"",""isCapacity"":false}",ark:/83110/x0/97c81a6e-882e-5e42-aafa-4ae11d1c596a,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687,1802,No Copyright - Public Domain Mark 1.0,
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,e73_CreationActors,,,au::108419,,,,mpm,c168acff-a59e-552b-9822-11b3f97f4b55,bs,,au::108419:1,au::108419g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11600833"",""au::108419"",""au::108419:1"",""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""Anna Goos""],""name"":""Anna Goos"",""ark"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""uri"":""/agents/people/11600833"",""id"":""au::108419:1"",""isCapacity"":false}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,e73_CreationActors,,,au::109065,,,,mpm,e9b250e9-7db3-5fbc-97f2-7fe337623dda,co,,au::109065:1,au::109065g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11669955"",""au::109065"",""au::109065:1"",""ark:/83110/x0/e9b250e9-7db3-5fbc-97f2-7fe337623dda"",""Dominic de Kerpen""],""name"":""Dominic de Kerpen"",""ark"":""ark:/83110/x0/e9b250e9-7db3-5fbc-97f2-7fe337623dda"",""uri"":""/agents/people/11669955"",""id"":""au::109065:1"",""isCapacity"":false}",ark:/83110/x0/e9b250e9-7db3-5fbc-97f2-7fe337623dda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16870611,,,,,,,,,,,,,,,,,,,,,,,,,
762447a9-824c-5a07-898e-ebc322400a02,tg:mpmbr:39,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1687-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
