ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:908,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/15fcd58b-d49c-554b-adea-afddd60d9d3c,object identifier,Brieven,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::105530,,,,"dlod={""name"":""Lissabon (Portugal)"",""ark"":""ark:/83110/x0/e15814e7-7f99-559a-b81f-812b4a52a844"",""uri"":""/subjects/11291710"",""id"":""au::105530"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 5 bijlagen</p>
","<p>Bevat 5 bijlagen</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4827adee-dd29-4c40-b47a-8f1bb4b4d054"", ""ontologyProperty"": """", ""resourceXresourceId"": ""31ffd7cb-30ba-489f-b38e-67cb670c7025"", ""inverseOntologyProperty"": """"}]"
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,1685,No Copyright - Public Domain Mark 1.0,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15701225,,,,,,,,,,,,,,,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000894,referentienummer,False,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:908,brocade id,False,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:908/N,brocade url,False,,,,,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ae7c04e2-3224-5e9a-9275-50ee9a4d7a62"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3377c6eb-3ce2-45a5-b79c-385c76abe9a4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,e73_Titles,,,au::108846,,,,mpm,mpmbr,Brief,d77ec306-aefc-5d87-aa72-7f4e6fc19acb,bs,,au::108846:1,au::108846g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11646522"",""au::108846"",""au::108846:1"",""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""Pieter Moerentorf"",""ark:/83110/x0/d735db2c-f691-5c3c-a3d9-5f4726dfd2e6""],""name"":""Pieter Moerentorf"",""ark"":""ark:/83110/x0/d735db2c-f691-5c3c-a3d9-5f4726dfd2e6"",""uri"":""/agents/people/11646522"",""id"":""au::108846:1"",""resourceArk"":""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
