ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,ire.isaar.id,place_au_code,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3720,https://data.rubenianum.be//ark:/86530/92db1678-975b-550e-a9da-c7cdcd19d76b,Brieven,,,,
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,e73_AssociatedRecords,1,,,,,,,,,rubgr_brief,relatie naar geheel,tg:rubgr:3709,Verwijzing naar Grossmann object,,fd00a670-90b8-5f70-b6d1-2ef8a0822864,"[{""resourceId"": ""fd00a670-90b8-5f70-b6d1-2ef8a0822864"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4ee480ea-e8f3-4b58-b2ee-405c007f6a25"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92db1678-975b-550e-a9da-c7cdcd19d76b,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8c20684c-ae4d-4101-82e1-9085e6683d03"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a1259651-dc6c-42d8-91d7-9a77345a5f12"", ""inverseOntologyProperty"": """"}]"
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0,2089,In Copyright,
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,e73_Correspondence,1,,,,,,,,,,,,,,,,"Knab, Eckhart",recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,e73_CreationActors,,,au::111146,,,,,,,rubgr_brief,,,,,,,,correspondents (correspondence writers),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,bs,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""isCapacity"":false}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19741023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1974-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92db1678-975b-550e-a9da-c7cdcd19d76b,tg:rubgr:3720,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Korte inhoud: [Taal, Duits]  Vraagt of iemand in het museum de watermerken wil controleren [scan]",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92db1678-975b-550e-a9da-c7cdcd19d76b,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003720,referentienummer,False,,,,,,,,,,,,,,,,,,,
