ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
a8d23450-9297-5a0b-90d0-79a00516a68a,tg:mpmbr:80,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:80,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/a8d23450-9297-5a0b-90d0-79a00516a68a,object identifier,Brieven,,,,
a8d23450-9297-5a0b-90d0-79a00516a68a,tg:mpmbr:80,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::102849,,,,"dlod={""name"":""Parijs (Paris)"",""ark"":""ark:/83110/x0/826b2ba0-7ecc-592c-877e-efeef61aeecb"",""uri"":""/subjects/11004843"",""id"":""au::102849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8d23450-9297-5a0b-90d0-79a00516a68a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""aa251ca0-7347-4e4e-900b-139a75cf714b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d1104dec-c29d-4555-8ff5-cc3f2fef6332"", ""inverseOntologyProperty"": """"}]"
a8d23450-9297-5a0b-90d0-79a00516a68a,tg:mpmbr:80,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,1698,No Copyright - Public Domain Mark 1.0,
a8d23450-9297-5a0b-90d0-79a00516a68a,tg:mpmbr:80,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15830219,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8d23450-9297-5a0b-90d0-79a00516a68a,tg:mpmbr:80,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8d23450-9297-5a0b-90d0-79a00516a68a,tg:mpmbr:80,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,
a8d23450-9297-5a0b-90d0-79a00516a68a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000071,referentienummer,False,,,,,,,,,,,,,
a8d23450-9297-5a0b-90d0-79a00516a68a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:80,brocade id,False,,,,,,,,,,,,,
a8d23450-9297-5a0b-90d0-79a00516a68a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:80/N,brocade url,False,,,,,,,,,,,,,
