ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:36367,https://data.letterenhuis.be/ark:/24970/dcb0e319-6f40-5073-9696-24e18b801737,Brieven,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,2057,In Copyright
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,e73_CreationActors,,,au::4481,,,,lhbr,9f9ad815-9323-5752-9705-37c2d793dd73,bs,,au::4481:1,au::4481g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/479467"",""au::4481"",""au::4481:1"",""ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73"",""Arthur Henry Cornette""],""name"":""Arthur Henry Cornette"",""ark"":""ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73"",""uri"":""/agents/people/479467"",""id"":""au::4481:1"",""isCapacity"":false}",ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,e73_CreationActors,,,au::4946,,,,lhbr,d6565734-0bb2-5d42-976c-6876002bf471,co,,au::4946:1,au::4946g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/529222"",""au::4946"",""au::4946:1"",""ark:/83110/x0/d6565734-0bb2-5d42-976c-6876002bf471"",""Rachel van Dantzig""],""name"":""Rachel van Dantzig"",""ark"":""ark:/83110/x0/d6565734-0bb2-5d42-976c-6876002bf471"",""uri"":""/agents/people/529222"",""id"":""au::4946:1"",""isCapacity"":false}",ark:/83110/x0/d6565734-0bb2-5d42-976c-6876002bf471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19420824,,,,,,,,,,,,,,,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1942-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000035105,referentienummer,False,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:36367,brocade id,False,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:36367/N,brocade url,False,,,,,,,,,,,,
dcb0e319-6f40-5073-9696-24e18b801737,tg:lhbr:36367,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""570804c0-2861-544c-a9ea-1b67ccd4c4e4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""56d74682-d7a3-46f3-978c-da555d6a8da8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
