ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:249963,https://data.letterenhuis.be/ark:/24970/cd149a2d-565f-51e9-942a-68e51f8d1160,Brieven,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.0,2037,In Copyright
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,e73_CreationActors,,,au::111764,,,,lhbr,1ebe8195-8803-533f-b0d5-0f4b98b49c2b,bs,,au::111764:1,au::111764g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11958748"",""au::111764"",""au::111764:1"",""ark:/83110/x0/1ebe8195-8803-533f-b0d5-0f4b98b49c2b"",""René Edme""],""name"":""René Edme"",""ark"":""ark:/83110/x0/1ebe8195-8803-533f-b0d5-0f4b98b49c2b"",""uri"":""/agents/people/11958748"",""id"":""au::111764:1"",""isCapacity"":false}",ark:/83110/x0/1ebe8195-8803-533f-b0d5-0f4b98b49c2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,e73_CreationActors,,,au::850,,,,lhbr,ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,co,,au::850:1,au::850g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/90950"",""au::850"",""au::850:1"",""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""Roger Avermaete""],""name"":""Roger Avermaete"",""ark"":""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""uri"":""/agents/people/90950"",""id"":""au::850:1"",""isCapacity"":false}",ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19220501,,,,,,,,,,,,,,,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1922-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,e73_Languages,1,kenmerken.lhlanguagehs,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000238849,referentienummer,False,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:249963,brocade id,False,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:249963/N,brocade url,False,,,,,,,,,,,,
cd149a2d-565f-51e9-942a-68e51f8d1160,tg:lhbr:249963,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b5d22ece-989f-5e11-9e65-66f8a17c2f70"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c483be9-8226-453b-abd3-5eab0a6a06c8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
