ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:90,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/3a4a6e88-0d04-5884-bf3c-4042f10a12e3,object identifier,Brieven,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::100231,,,,"dlod={""name"":""Mechelen (Mechelen)"",""ark"":""ark:/83110/x0/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2"",""uri"":""/subjects/10724717"",""id"":""au::100231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""38465773-9f11-44e8-b6ad-4d8b5b3a8113"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7d92d303-5396-425d-b4ef-a2bef13844d6"", ""inverseOntologyProperty"": """"}]"
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739,1854,No Copyright - Public Domain Mark 1.0,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17391231,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000081,referentienummer,False,,,,,,,,,,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:90,brocade id,False,,,,,,,,,,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:90/N,brocade url,False,,,,,,,,,,,,,
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8140f1d8-9150-58fe-adad-67cc6dfca10f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dfaf0d76-dd23-4c24-a178-b86e6a7fef73"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,
