ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:34,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/727dee91-46b8-5352-b1b0-c5235f6224c0,object identifier,Brieven,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::101098,,,,"dlod={""name"":""Ieper (Arrondissement Ieper)"",""ark"":""ark:/83110/x0/a9cd9426-cadb-5cde-9fd6-b9d82121fb79"",""uri"":""/subjects/10817486"",""id"":""au::101098"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c4eb2c0b-0cae-4a33-a9e0-7e8912c85164"", ""ontologyProperty"": """", ""resourceXresourceId"": ""33147f5b-fb0a-4455-9cd0-afa42d7f3c07"", ""inverseOntologyProperty"": """"}]"
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,1872,No Copyright - Public Domain Mark 1.0,
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17570916,,,,,,,,,,,,,,,,,,,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000025,referentienummer,False,,,,,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:34,brocade id,False,,,,,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:34/N,brocade url,False,,,,,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b0158a8a-92d6-5d58-b523-c0d39ce11464"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e3cba6d2-8e58-4e4b-b4fc-070cbcca9cd8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,
727dee91-46b8-5352-b1b0-c5235f6224c0,tg:mpmbr:34,e73_Titles,,,au::108984,,,,mpm,mpmbr,Brief,7b33dca7-00d5-5060-8798-0bb5b8bf5e18,bs,,au::108984:1,au::108984g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11661288"",""au::108984"",""au::108984:1"",""ark:/83110/x0/7b33dca7-00d5-5060-8798-0bb5b8bf5e18"",""Ludovicus de Clercq"",""ark:/83110/x0/2ee581b8-60c4-5f96-9a47-1745c3e83465""],""name"":""Ludovicus de Clercq"",""ark"":""ark:/83110/x0/2ee581b8-60c4-5f96-9a47-1745c3e83465"",""uri"":""/agents/people/11661288"",""id"":""au::108984:1"",""resourceArk"":""ark:/83110/x0/7b33dca7-00d5-5060-8798-0bb5b8bf5e18"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7b33dca7-00d5-5060-8798-0bb5b8bf5e18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
