ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
574c4551-9f71-564b-aa3a-779ab7983d95,tg:mpmbr:774,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:774,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/574c4551-9f71-564b-aa3a-779ab7983d95,object identifier,Brieven,,,,
574c4551-9f71-564b-aa3a-779ab7983d95,tg:mpmbr:774,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::103088,,,,"dlod={""name"":""Rijsel (Arrondissement de Lille)"",""ark"":""ark:/83110/x0/8559f378-e576-5c55-8772-63fcc0b5a763"",""uri"":""/subjects/11030416"",""id"":""au::103088"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574c4551-9f71-564b-aa3a-779ab7983d95,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a64936e1-1179-47cf-99c5-5b9520bc9ac9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6d1064d6-482e-45c1-918d-8cc0fe4bdc49"", ""inverseOntologyProperty"": """"}]"
574c4551-9f71-564b-aa3a-779ab7983d95,tg:mpmbr:774,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,1685,No Copyright - Public Domain Mark 1.0,
574c4551-9f71-564b-aa3a-779ab7983d95,tg:mpmbr:774,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700805,,,,,,,,,,,,,,,,,,,,,,,,,,,
574c4551-9f71-564b-aa3a-779ab7983d95,tg:mpmbr:774,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,157u-08-05,reconstructie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574c4551-9f71-564b-aa3a-779ab7983d95,tg:mpmbr:774,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,
574c4551-9f71-564b-aa3a-779ab7983d95,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000760,referentienummer,False,,,,,,,,,,,,,
574c4551-9f71-564b-aa3a-779ab7983d95,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:774,brocade id,False,,,,,,,,,,,,,
574c4551-9f71-564b-aa3a-779ab7983d95,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:774/N,brocade url,False,,,,,,,,,,,,,
