ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,ire.isaar.id,place_au_code,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:5030,https://data.rubenianum.be//ark:/86530/87f951f5-1aae-580d-ac42-3c651954e77d,Brieven,,,,
87f951f5-1aae-580d-ac42-3c651954e77d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2884ea00-4e98-4b83-9eb5-adf32d7b1947"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2b3d6e65-0231-4e23-ac67-1d175514cbae"", ""inverseOntologyProperty"": """"}]"
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,2066,In Copyright,
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,e73_CreationActors,,,au::28177,,,,,,,rubgr_brief,,,,,,,,recipients (people),rub,Brief,51235f44-a7e4-5ca0-a78d-4890ed985df7,be,au::28177:1,au::28177g:1,"dlod={""suggest"":[""/agents/people/3014939"",""au::28177"",""au::28177:1"",""ark:/83110/x0/51235f44-a7e4-5ca0-a78d-4890ed985df7"",""Gustave Glück""],""name"":""Gustave Glück"",""ark"":""ark:/83110/x0/51235f44-a7e4-5ca0-a78d-4890ed985df7"",""uri"":""/agents/people/3014939"",""id"":""au::28177:1"",""isCapacity"":false}",ark:/83110/x0/51235f44-a7e4-5ca0-a78d-4890ed985df7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,e73_CreationActors,,,au::111146,,,,,,,rubgr_brief,,,,,,,,correspondents (correspondence writers),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,bs,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""isCapacity"":false}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19510515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1951-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Korte inhoud: [Taal, Duits] Informeert naar stand van zaken m.b.t de uitgave.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87f951f5-1aae-580d-ac42-3c651954e77d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000005030,referentienummer,False,,,,,,,,,,,,,,,,,,,
87f951f5-1aae-580d-ac42-3c651954e77d,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>7286</priref>
			<recipient>Gl&#252;ck, Gustav</recipient>
			<number>AFG_139_010</number>
			<date.precise>1951-05-15</date.precise>
			<content>Korte inhoud: [Taal, Duits] Informeert naar stand van zaken m.b.t de uitgave.</content>
			<object.object_number>AFG_139</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Gl&#252;ck, Stridbeck</object.title>
			<keyword>Gl&#252;ck, Gustav</keyword>
			<sender>Grossmann, F.</sender>
			<object.creator/>
			<input.date>2014-08-08</input.date>
			<edit.date>2014-08-08</edit.date>
			<edit.date>2014-08-08</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>13:24:55</edit.time>
			<edit.time>13:22:28</edit.time>
			<input.time>13:21:56</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,
