ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:53587,https://data.letterenhuis.be/ark:/24970/0613f60e-3223-59aa-85f0-291e16ad954f,Brieven,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0,2084,In Copyright
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,e73_CreationActors,,,au::6895,,,,lhbr,c01d15ef-c79a-5aeb-9dca-473aa1f5e8b6,bs,,au::6895:1,au::6895g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/737765"",""au::6895"",""au::6895:1"",""ark:/83110/x0/c01d15ef-c79a-5aeb-9dca-473aa1f5e8b6"",""Herman J.L. van Fraechem""],""name"":""Herman J.L. van Fraechem"",""ark"":""ark:/83110/x0/c01d15ef-c79a-5aeb-9dca-473aa1f5e8b6"",""uri"":""/agents/people/737765"",""id"":""au::6895:1"",""isCapacity"":false}",ark:/83110/x0/c01d15ef-c79a-5aeb-9dca-473aa1f5e8b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,e73_CreationActors,,,au::9192,,,,lhbr,89620cc3-890e-5a85-82f9-0284ecca5ef9,co,,au::9192:1,au::9192g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/983544"",""au::9192"",""au::9192:1"",""ark:/83110/x0/89620cc3-890e-5a85-82f9-0284ecca5ef9"",""Albert van Huffel""],""name"":""Albert van Huffel"",""ark"":""ark:/83110/x0/89620cc3-890e-5a85-82f9-0284ecca5ef9"",""uri"":""/agents/people/983544"",""id"":""au::9192:1"",""isCapacity"":false}",ark:/83110/x0/89620cc3-890e-5a85-82f9-0284ecca5ef9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19690307,,,,,,,,,,,,,,,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1969-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000051537,referentienummer,False,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:53587,brocade id,False,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:53587/N,brocade url,False,,,,,,,,,,,,
0613f60e-3223-59aa-85f0-291e16ad954f,tg:lhbr:53587,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""99cfa001-908c-55c4-b531-5d3359d1cd43"", ""ontologyProperty"": """", ""resourceXresourceId"": ""da3dbb18-017b-455e-8592-d5074953eb41"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
