ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:154,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/f1d292e1-1ab0-541d-a4ca-b6018b083744,object identifier,Brieven,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::105146,,,,"dlod={""name"":""Leiden (Zuid-Holland)"",""ark"":""ark:/83110/x0/94037dda-5d7d-55a2-9bad-3d42397c0d3c"",""uri"":""/subjects/11250622"",""id"":""au::105146"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0550dba6-99a6-46e3-b3eb-13a7ba107d76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4d40b9ef-c957-432c-b5e8-0fac60f9dfb2"", ""inverseOntologyProperty"": """"}]"
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593,1708,No Copyright - Public Domain Mark 1.0,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15930800,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000145,referentienummer,False,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:154,brocade id,False,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:154/N,brocade url,False,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""077fa865-3ce7-5945-b8a3-4efa11f59a28"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cae87b5d-8ba1-4d08-8557-3cf3e9aa1147"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,e73_Titles,,,au::109830,,,,mpm,mpmbr,Brief,60b7eaca-a8f9-5e79-bcad-be4211dca892,bs,,au::109830:1,au::109830g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11751810"",""au::109830"",""au::109830:1"",""ark:/83110/x0/60b7eaca-a8f9-5e79-bcad-be4211dca892"",""Justus Raphelengius"",""ark:/83110/x0/3e112ccf-6d37-5675-84f4-329a0f957314""],""name"":""Justus Raphelengius"",""ark"":""ark:/83110/x0/3e112ccf-6d37-5675-84f4-329a0f957314"",""uri"":""/agents/people/11751810"",""id"":""au::109830:1"",""resourceArk"":""ark:/83110/x0/60b7eaca-a8f9-5e79-bcad-be4211dca892"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/60b7eaca-a8f9-5e79-bcad-be4211dca892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,e73_Titles,,,au::106908,,,,mpm,mpmbr,Brief,9f62622e-af8f-5120-8bb2-771de1268484,co,,au::106908:1,au::106908g:1,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus"",""ark:/83110/x0/4e6de5ef-6c8d-5a27-b44a-6604f7da8ad9""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/4e6de5ef-6c8d-5a27-b44a-6604f7da8ad9"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""resourceArk"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
