ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:63373,https://data.letterenhuis.be/ark:/24970/ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,Brieven,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0,2075,In Copyright
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_CreationActors,,,au::7733,,,,lhbr,c675a24e-457d-5bc9-9c72-9640bb831c37,bs,,au::7733:1,au::7733g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/827431"",""au::7733"",""au::7733:1"",""ark:/83110/x0/c675a24e-457d-5bc9-9c72-9640bb831c37"",""Jozef Goossenaerts""],""name"":""Jozef Goossenaerts"",""ark"":""ark:/83110/x0/c675a24e-457d-5bc9-9c72-9640bb831c37"",""uri"":""/agents/people/827431"",""id"":""au::7733:1"",""isCapacity"":false}",ark:/83110/x0/c675a24e-457d-5bc9-9c72-9640bb831c37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_CreationActors,,,au::32227,,,,lhbr,72327c87-cd3b-5300-9266-72b2e6e891dd,co,,au::32227:1,au::32227g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/3448289"",""au::32227"",""au::32227:1"",""ark:/83110/x0/72327c87-cd3b-5300-9266-72b2e6e891dd"",""(Dhr.) Schurmans""],""name"":""(Dhr.) Schurmans"",""ark"":""ark:/83110/x0/72327c87-cd3b-5300-9266-72b2e6e891dd"",""uri"":""/agents/people/3448289"",""id"":""au::32227:1"",""isCapacity"":false}",ark:/83110/x0/72327c87-cd3b-5300-9266-72b2e6e891dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1960,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000060723,referentienummer,False,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:63373,brocade id,False,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:63373/N,brocade url,False,,,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_LegacyInformationMerged,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 brgr,groepsbeschrijving,False,1,brgr,,,,,,,,,,
ca20f7c9-e6d9-5ec9-84c2-90da14e1e7fb,tg:lhbr:63373,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a4ecf5da-044f-52b1-ae44-a48805dbce08"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b1398bf1-6c80-4381-acb5-ece62659c9f0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
