ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,ire.isaar.id,place_au_code,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
92324dbb-9400-5858-a1b9-01493d86b09e,tg:rubgr:1803,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:1803,https://data.rubenianum.be//ark:/86530/92324dbb-9400-5858-a1b9-01493d86b09e,Brieven,,,,
92324dbb-9400-5858-a1b9-01493d86b09e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5417edc9-569d-4b98-bfaf-8e6fea391176"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7d98e853-f258-46ce-b4a0-5fc6052cbec0"", ""inverseOntologyProperty"": """"}]"
92324dbb-9400-5858-a1b9-01493d86b09e,tg:rubgr:1803,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,2081,In Copyright,
92324dbb-9400-5858-a1b9-01493d86b09e,tg:rubgr:1803,e73_CreationActors,,,au::111146,,,,,,,rubgr_brief,,,,,,,,recipients (people),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,be,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""isCapacity"":false}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92324dbb-9400-5858-a1b9-01493d86b09e,tg:rubgr:1803,e73_CreationActors,,,au::12271,,,,,,,rubgr_brief,,,,,,,,correspondents (correspondence writers),rub,Brief,6f5aef52-f1ad-5f58-a70d-2bd0c425eb74,bs,au::12271:1,au::12271g:1,"dlod={""suggest"":[""/agents/people/1312997"",""au::12271"",""au::12271:1"",""ark:/83110/x0/6f5aef52-f1ad-5f58-a70d-2bd0c425eb74"",""Georges Marlier""],""name"":""Georges Marlier"",""ark"":""ark:/83110/x0/6f5aef52-f1ad-5f58-a70d-2bd0c425eb74"",""uri"":""/agents/people/1312997"",""id"":""au::12271:1"",""isCapacity"":false}",ark:/83110/x0/6f5aef52-f1ad-5f58-a70d-2bd0c425eb74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92324dbb-9400-5858-a1b9-01493d86b09e,tg:rubgr:1803,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19661222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92324dbb-9400-5858-a1b9-01493d86b09e,tg:rubgr:1803,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1966-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92324dbb-9400-5858-a1b9-01493d86b09e,tg:rubgr:1803,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Korte inhoud: [Taal, Frans] Dankt F.G. voor zijn uitvoerige argumentatie [brief d.d.17-12-1966]. Deelt de naam en verblijfplaats van de huidige eigenaar mee: Baron Paul Kronacker, Brussel. Deze geeft toestemming tot publicatie o.v.v. zijn naam. Leegenhoeck zal detailfoto's sturen en een opname van de rugzijde van het paneel evenals een foto van de versie die in Brussel in 1944 verkocht werd. Kronacker stelt een kennismaking op prijs en wil onkosten vergoeden.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92324dbb-9400-5858-a1b9-01493d86b09e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000001803,referentienummer,False,,,,,,,,,,,,,,,,,,,
92324dbb-9400-5858-a1b9-01493d86b09e,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4054</priref>
			<recipient>Grossmann, F.</recipient>
			<number>AFG_046_106</number>
			<date.precise>1966-12-22</date.precise>
			<content>Korte inhoud: [Taal, Frans] Dankt F.G. voor zijn uitvoerige argumentatie [brief d.d.17-12-1966]. Deelt de naam en verblijfplaats van de huidige eigenaar mee: Baron Paul Kronacker, Brussel. Deze geeft toestemming tot publicatie o.v.v. zijn naam. Leegenhoeck zal detailfoto's sturen en een opname van de rugzijde van het paneel evenals een foto van de versie die in Brussel in 1944 verkocht werd. Kronacker stelt een kennismaking op prijs en wil onkosten vergoeden.</content>
			<object.object_number>AFG_046</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Shepherd Theme</object.title>
			<keyword>Kronacker, Paul</keyword>
			<sender>Marlier, Georges</sender>
			<object.creator/>
			<input.date>2013-02-06</input.date>
			<edit.date>2014-10-02</edit.date>
			<edit.date>2014-10-02</edit.date>
			<edit.date>2013-02-06</edit.date>
			<edit.date>2013-02-06</edit.date>
			<edit.date>2013-02-06</edit.date>
			<edit.date>2013-02-06</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>16:03:54</edit.time>
			<edit.time>16:03:37</edit.time>
			<edit.time>14:51:42</edit.time>
			<edit.time>14:46:53</edit.time>
			<edit.time>14:41:51</edit.time>
			<edit.time>14:40:37</edit.time>
			<input.time>14:39:33</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,
