ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:852,https://data.museumplantinmoretus.be/ark:/11975/d5322bf9-ed40-5346-b32c-679a7bca444c,Brieven,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,Places,1,id/place.place,,,,,,,,,,au::100141,,,,,,,,,,,,,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""22a74cfe-d1f5-4d46-bffd-5529b24e2338"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a10fdd75-1d3b-46e7-b8f0-13819e40c03e"", ""inverseOntologyProperty"": """"}]"
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615,1730,No Copyright - Public Domain Mark 1.0,
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,e73_CreationActors,,,au::106908,,,,mpm,9f62622e-af8f-5120-8bb2-771de1268484,bs,,au::106908:1,au::106908g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16150903,,,,,,,,,,,,,,,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1615-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000838,referentienummer,False,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:852,brocade id,False,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:852/N,brocade url,False,,,,,,,,,,,
d5322bf9-ed40-5346-b32c-679a7bca444c,tg:mpmbr:852,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""158ce634-4e93-5049-8e60-edc4a7e35c3f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""13bc3ce9-b4b1-49fb-8dfc-15ab859be6dc"", ""inverseOntologyProperty"": """"}]",,,,,,,,
