ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:192724,https://data.letterenhuis.be/ark:/24970/784dc7c6-f70b-584f-8e07-d604c60f5eae,Brieven,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.0,2078,In Copyright
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,e73_CreationActors,,,au::52502,,,,lhbr,8d6fcd50-5aae-50f2-a610-f7186f184cad,bs,,au::52502:1,au::52502g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/5617714"",""au::52502"",""au::52502:1"",""ark:/83110/x0/8d6fcd50-5aae-50f2-a610-f7186f184cad"",""Lisetta Stembord""],""name"":""Lisetta Stembord"",""ark"":""ark:/83110/x0/8d6fcd50-5aae-50f2-a610-f7186f184cad"",""uri"":""/agents/people/5617714"",""id"":""au::52502:1"",""isCapacity"":false}",ark:/83110/x0/8d6fcd50-5aae-50f2-a610-f7186f184cad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,e73_CreationActors,,,au::13704,,,,lhbr,74bed9d0-2f80-5e96-b769-53b1a649f169,co,,au::13704:1,au::13704g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/corporate_entities/1466328"",""au::13704"",""au::13704:1"",""ark:/83110/x0/74bed9d0-2f80-5e96-b769-53b1a649f169"",""Nieuw Vlaams Tijdschrift""],""name"":""Nieuw Vlaams Tijdschrift"",""ark"":""ark:/83110/x0/74bed9d0-2f80-5e96-b769-53b1a649f169"",""uri"":""/agents/corporate_entities/1466328"",""id"":""au::13704:1"",""isCapacity"":false}",ark:/83110/x0/74bed9d0-2f80-5e96-b769-53b1a649f169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19631107,,,,,,,,,,,,,,,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1963-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000182367,referentienummer,False,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:192724,brocade id,False,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:192724/N,brocade url,False,,,,,,,,,,,,
784dc7c6-f70b-584f-8e07-d604c60f5eae,tg:lhbr:192724,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a1574b9b-1451-553a-9c57-b783a917495e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e627320-773b-47e8-b195-2d3bad6c9cba"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
