ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,source_field,source_date,Restriction Type,Image URL,Image Manifest,Image Manifest Type,Image URL Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:56_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,Doos A.X,,financial records,record identifiers,MMB.A.1338,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_Archives,1,,,MMB.A.I.D.1.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,,e22_Dimensions,,,,,,343 x 217 mm,343,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,,e22_Dimensions,,,,,,343 x 217 mm,217,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/MQlXrcEHudXwOY4bBd9TgT7g,https://dams.antwerpen.be/iiif/MQlXrcEHudXwOY4bBd9TgT7g/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_ProductionActors,1,,,,,,,,,au::115282:1,"Zanden, Maurice van de",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220100"",""au::115282"",""au::115282:1"",""ark:/83110/x0/9d9abafb-7b36-5978-95f7-293b036504f4"",""Maurice van de Zanden""],""name"":""Maurice van de Zanden"",""ark"":""ark:/83110/x0/9d9abafb-7b36-5978-95f7-293b036504f4"",""uri"":""/agents/people/12220100"",""id"":""au::115282:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_ProductionActors,2,,,,,,,,,,"Reypens, L.",signers,"Reypens, L. (Gesigneerd door)",,,,,,,,,,,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1907-08-10,1907-11-18,,,,,,,,,,,,,,,,,,,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1907,permission required,,,,,,,,,,,,,,,,
