ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:5639_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/1745692d-8c66-5197-9c6d-2cca3a2bd11e,object identifier,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_AcquisitionNumbers,1,,,,43539/4,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_Acquisitions,1,tr:lh:1191,"dlod={""name"":""Archiefstukken van Pieter de Mets"",""ark"":""ark:/24970/x0/7fc4e8f7-7516-5871-b73f-e55290b95807"",""uri"":""/repositories/11/accessions/127440"",""id"":""tr:lh:1191"",""date"":""1942-01-15"",""granter"":""Pieter de Mets"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/7fc4e8f7-7516-5871-b73f-e55290b95807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_Archives,1,,,,,,,,,,,isad:lh:96958,"dlod={""name"":""Tekeningen door Pieter de Mets"",""ark"":""ark:/24970/x0/cfffb50b-6616-532b-8572-d6735a908c43"",""uri"":""/repositories/11/archival_objects/10374509"",""id"":""isad:lh:96958"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Pieter de Mets"",""resourceArk"":""ark:/24970/x0/68d1fbd1-7c5b-502a-8399-6fea2363910b"",""resourceURI"":""/repositories/11/resources/10335347"",""resourceID"":""isad:lh:96592"",""capacity"":""Tekeningen door Pieter de Mets"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/cfffb50b-6616-532b-8572-d6735a908c43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_Conditions,4,,,,,,note.lhconditie,"<p>Vol vuile vochtvlekjes.</p>
",,,,,,,,,,,"<p>Vol vuile vochtvlekjes.</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,66 x 52,,,,,,,,,,,,,,,,,"66 x 52 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,660,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,520,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745692d-8c66-5197-9c6d-2cca3a2bd11e,tg:lhtk:5639_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhtk,tr:lh:1191,tg:lhtk:5639_#1,43539/4,isad:lh:96958,"M 546 / I (Planex GT/ VI,3)",1745692d-8c66-5197-9c6d-2cca3a2bd11e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
