ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpr:9557_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/8ed6808b-c5eb-5556-a0a0-99217b6ac671,object identifier,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_AcquisitionNumbers,1,,,,88968,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Acquisitions,1,tr:lh:4650,"dlod={""name"":""Archief van Raymond Herreman"",""ark"":""ark:/24970/x0/d0766b67-fe41-5b28-975c-89e68ad769ad"",""uri"":""/repositories/11/accessions/497553"",""id"":""tr:lh:4650"",""date"":""1973-02-28"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d0766b67-fe41-5b28-975c-89e68ad769ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,handmade paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,"12,8 x 10",,,,,,,,,,,,,,,,,"12,8 x 10 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatrandic,"18,2 x 13,2",,,,,,,,,,,,,,,,,"18,2 x 13,2 - height, width, kenmerken/lhformatic.lhformatrandic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,128,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,100,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,182,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,132,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhpr,tr:lh:4650,tg:lhpr:9557_#1,88968,,Planex GT / M 6551,8ed6808b-c5eb-5556-a0a0-99217b6ac671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Rechtsonder gesigneerd in potlood: 'Joris Minne'</p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhpr,,,,,,,,,,,,,,,kenmerken/lhtechbasispr.lhtechpr,ink,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_ProductionTechniques,1,,,,,,kenmerken/lhtechbasispr.lhtechpr,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,etching (printing process),,,,,,,,,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.0,permission required,,,,,,,,
8ed6808b-c5eb-5556-a0a0-99217b6ac671,tg:lhpr:9557_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2ZFKBgVYdVQGgUbnW0C2df6,lhpr,https://dams.antwerpen.be/iiif/C2ZFKBgVYdVQGgUbnW0C2df6/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/C2ZFKBgVYdVQGgUbnW0C2df6,DAMS Image,lh,Iconografie
