ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpr:2600_#2,record identifiers,https://data.letterenhuis.be/ark:/24970/f77922bf-a0b9-5abc-aa8d-90a9075540cb,object identifier,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_AcquisitionNumbers,2,,,,75227,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,beige (color),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_Conditions,2,,,,,,note.lhconditie,"<p>Randen vertonen vochtplekken</p>
",,,,,,,,,,,"<p>Randen vertonen vochtplekken</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,"54,1 x 41,7",,,,,,,,,,,,,,,,,"54,1 x 41,7 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,541,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,417,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,,,,,,,lhpr,,tg:lhpr:2600_#2,75227,,"Planex GP / IX, 5",f77922bf-a0b9-5abc-aa8d-90a9075540cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>l.o.: <em>Ernest Naets, sculp-t 1911</em></p>
<p>m.o.: <em>Guido Gezelle.</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhpr,,,,,,,,,,,,,,,kenmerken/lhtechbasispr.lhtechpr,ink,,,,,,,,,,,,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_ProductionTechniques,1,,,,,,kenmerken/lhtechbasispr.lhtechpr,pku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copper engraving (printing process),,,,,,,,,,,,,,,,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.0,permission required,,,,,,,,
