ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpa:614_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/defd0288-29b9-5d24-997c-7add944ba26d,object identifier,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_AcquisitionNumbers,1,,,,177988,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,canvas (textile material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatkaderic,"99,2 x 84,5 x 3",,,,,,,,,,,,,,,,,"99,2 x 84,5 x 3 - height, width, depth, kenmerken/lhformatic.lhformatkaderic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,"80,8 x 65,5",,,,,,,,,,,,,,,,,"80,8 x 65,5 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatkaderic,,,,,,,,,,,,,,,450,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatkaderic,,,,,,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,808,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,655,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhpa,,tg:lhpa:614_#1,177988,,SC 36 D 1,defd0288-29b9-5d24-997c-7add944ba26d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>r.o.: <em>Henry Luyten 19 Nov 1910</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhpa,,,,,,,,,,,,,,,kenmerken/lhtechbasispa.lhtechpa,oil paint (paint),,,,,,,,,,,,,,,,,,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0,permission required,,,,,,,,
defd0288-29b9-5d24-997c-7add944ba26d,tg:lhpa:614_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z1mTUeKWTaPNGNoZYrfctUuU,lhpa,https://dams.antwerpen.be/iiif/Z1mTUeKWTaPNGNoZYrfctUuU/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Z1mTUeKWTaPNGNoZYrfctUuU,DAMS Image,lh,Iconografie
