ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpr:6496_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,object identifier,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_AcquisitionNumbers,1,,,,198561/23,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_Acquisitions,1,tr:lh:7596,"dlod={""name"":""Aankoop bij Fokas Holthuis"",""ark"":""ark:/24970/x0/3c1a782e-f3a4-5f08-a4da-41d7004263bc"",""uri"":""/repositories/11/accessions/812775"",""id"":""tr:lh:7596"",""date"":""2002-05-31"",""granter"":""Fokas Holthuis"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3c1a782e-f3a4-5f08-a4da-41d7004263bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,"**Publikatie: **Claes, Ernest, _De Witte_. Amsterdam: Wereldbibliotheek, 1964,
ill., p. 150.","**Publikatie: **Claes, Ernest, _De Witte_. Amsterdam: Wereldbibliotheek, 1964,
ill., p. 150.",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_Conditions,2,,,,,,note.lhconditie,"<p>Op karton gekleefd met kleefband</p>
",,,,,,,,,,,"<p>Op karton gekleefd met kleefband</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,16 x 10,,,,,,,,,,,,,,,,,"16 x 10 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,160,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,100,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhpr,tr:lh:7596,tg:lhpr:6496_#1,198561/23,,BB 590/I Planex GT (map 2),a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,V1 B,,V1 B,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Links onder de prent met potlood: <em>DE WITTE</em>;</p>
<p>midden onder de prent met potlood: <em>HOOFDSTUK XII</em>;</p>
<p>rechts onder de prent met potlood: <em>Jan Battermann</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhpr,,,,,,,,,,,,,,,kenmerken/lhtechbasispr.lhtechpr,ink,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_ProductionTechniques,1,,,,,,kenmerken/lhtechbasispr.lhtechpr,pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,offset printing,,,,,,,,,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.0,permission required,,,,,,,,
a9c21b4e-8ae9-5beb-8153-4ccb60ec47ab,tg:lhpr:6496_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iYfPZknfXlwWeUYQU1vQfbFY,lhpr,https://dams.antwerpen.be/iiif/iYfPZknfXlwWeUYQU1vQfbFY/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/iYfPZknfXlwWeUYQU1vQfbFY,DAMS Image,lh,Iconografie
