ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhaq:2630_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/273609b8-648f-59b9-a8aa-ea03266a6d90,object identifier,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_AcquisitionNumbers,1,,,,102771/2,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Acquisitions,1,tr:lh:5190,"dlod={""name"":""Archief van Paul Snoek"",""ark"":""ark:/24970/x0/4babba42-eafb-5f76-945e-c107223fd283"",""uri"":""/repositories/11/accessions/555333"",""id"":""tr:lh:5190"",""date"":""1976-07-20"",""granter"":""Jef Meert"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4babba42-eafb-5f76-945e-c107223fd283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95930,"dlod={""name"":""Aquarellen door Paul Snoek"",""ark"":""ark:/24970/x0/e03a4cc8-e857-5ffe-a43c-c9b2f72638f0"",""uri"":""/repositories/11/archival_objects/10264513"",""id"":""isad:lh:95930"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Paul Snoek"",""resourceArk"":""ark:/24970/x0/ec787867-3881-5f60-9b3e-99f386820cfe"",""resourceURI"":""/repositories/11/resources/1808624"",""resourceID"":""isad:lh:16903"",""capacity"":""Aquarellen door Paul Snoek"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e03a4cc8-e857-5ffe-a43c-c9b2f72638f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Conditions,2,,,,,,note.lhconditie,"<p>goed</p>
",,,,,,,,,,,"<p>goed</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,15 x 36,,,,,,,,,,,,,,,,,"15 x 36 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,150,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,360,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhaq,tr:lh:5190,tg:lhaq:2630_#1,102771/2,isad:lh:95930,Planex GT / S,273609b8-648f-59b9-a8aa-ea03266a6d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Links onder: <em>Paul Snoek, 57</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhaq,,,,,,,,,,,,,,,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),kenmerken/lhtechbasisaq.lhkleur,black (color),,,,,,,,,,,,,,,,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.0,permission required,,,,,,,,
273609b8-648f-59b9-a8aa-ea03266a6d90,tg:lhaq:2630_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pObDMKrwMbNkhXxYX4J7ROzg,lhaq,https://dams.antwerpen.be/iiif/pObDMKrwMbNkhXxYX4J7ROzg/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/pObDMKrwMbNkhXxYX4J7ROzg,DAMS Image,lh,Iconografie
