ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhaq:7304_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/44a9e22d-0865-5178-ac53-e495cd8bd943,object identifier,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_AcquisitionNumbers,1,,,,104358/19,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_Acquisitions,1,tr:lh:5300,"dlod={""name"":""Archief van Karel Verlat"",""ark"":""ark:/24970/x0/2f065b5f-bad0-58d6-9540-281ea3250231"",""uri"":""/repositories/11/accessions/567103"",""id"":""tr:lh:5300"",""date"":""1977-08-25"",""granter"":""Koninklijke Maatschappij voor Dierkunde van Antwerpen"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2f065b5f-bad0-58d6-9540-281ea3250231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Op achterzijde kleine geometrische schets.,Op achterzijde kleine geometrische schets.,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_Archives,1,,,,,,,,,,,isad:lh:96017,"dlod={""name"":""Aquarellen door Karel Verlat"",""ark"":""ark:/24970/x0/019f1ac4-770a-5270-870c-88951744ddee"",""uri"":""/repositories/11/archival_objects/10273822"",""id"":""isad:lh:96017"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Karel Verlat"",""resourceArk"":""ark:/24970/x0/ba65b197-ef15-5594-94a5-0de503f4b01c"",""resourceURI"":""/repositories/11/resources/9791145"",""resourceID"":""isad:lh:91506"",""capacity"":""Aquarellen door Karel Verlat"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/019f1ac4-770a-5270-870c-88951744ddee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_Conditions,3,,,,,,note.lhconditie,"<p>Redelijk. Rechter bovenhoek ontbreekt.</p>
",,,,,,,,,,,"<p>Redelijk. Rechter bovenhoek ontbreekt.</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,"25,2 x 33",,,,,,,,,,,,,,,,,"25,2 x 33 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,252,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,330,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
