ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
7ca8e3f3-f259-558f-8878-7ce213fca9f4,tg:rubgr:3750,e73_Titles,1,id.title/ti,AFG_098_058,titles proper,Dutch (language)
868abc33-6608-503b-aa07-373c88b94f3e,tg:rubgr:598,e73_Titles,1,id.title/ti,AFG_013_001,titles proper,Dutch (language)
650efedc-b7c6-5db3-ab9e-5a7e20c2c554,tg:rubgr:3628,e73_Titles,1,id.title/ti,AFG_097_074,titles proper,Dutch (language)
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_Titles,1,id.title/ti,AFG_077_006,titles proper,Dutch (language)
36191158-9446-5245-93e5-6d2e410bb158,tg:rubgr:3740,e73_Titles,1,id.title/ti,AFG_098_048,titles proper,Dutch (language)
04fbc0f6-7964-5fec-aa99-f37952fc1df4,tg:rubgr:1120,e73_Titles,1,id.title/ti,AFG_024_002,titles proper,Dutch (language)
f3b8764c-3c37-53b2-aa2b-0dcec9d2eac8,tg:rubgr:3638,e73_Titles,1,id.title/ti,AFG_097_084,titles proper,Dutch (language)
ce559a66-7789-55d0-87d9-890816bd884c,tg:rubgr:2332,e73_Titles,1,id.title/ti,AFG_077_016,titles proper,Dutch (language)
58101005-877b-5e68-8c33-bc3db928615d,tg:rubgr:588,e73_Titles,1,id.title/ti,AFG_012_002,titles proper,Dutch (language)
40fa2971-dfc1-540c-b95c-6bd1a876aeb7,tg:rubgr:1058,e73_Titles,1,id.title/ti,AFG_023_006,titles proper,Dutch (language)
e11f0dc2-77c3-518c-ae46-fc8c0565d2b0,tg:rubgr:4143,e73_Titles,1,id.title/ti,AFG_109_023,titles proper,Dutch (language)
ba2f60cd-dadd-50a7-8533-5309d60c6655,tg:rubgr:1765,e73_Titles,1,id.title/ti,AFG_046_068,titles proper,Dutch (language)
92850298-4a92-592c-80f0-2d51defba043,tg:rubgr:3115,e73_Titles,1,id.title/ti,AFG_090_035,titles proper,Dutch (language)
a247795a-bd3a-5ad9-8e74-12c9d7d4bf53,tg:rubgr:4153,e73_Titles,1,id.title/ti,AFG_109_033,titles proper,Dutch (language)
a1c6d2be-0127-5043-98bb-989b32082c22,tg:rubgr:1775,e73_Titles,1,id.title/ti,AFG_046_078,titles proper,Dutch (language)
7f6b1010-a2a3-5885-baad-592421f9ddad,tg:rubgr:2769,e73_Titles,1,id.title/ti,AFG_086_027,titles proper,Dutch (language)
6db128d1-86f3-5b4c-9d24-b3eacf525c6f,tg:rubgr:3263,e73_Titles,1,id.title/ti,AFG_091_067,titles proper,Dutch (language)
ad54f064-77d0-5b07-8f61-88c8c364a6c9,tg:rubgr:1403,e73_Titles,1,id.title/ti,AFG_038_009,titles proper,Dutch (language)
b908f427-b934-5407-8df4-c078375c00b7,tg:rubgr:932,e73_Titles,1,id.title/ti,AFG_021_016,titles proper,Dutch (language)
bcc0afd0-776c-52c6-b82f-90cc6115be0f,tg:rubgr:1413,e73_Titles,1,id.title/ti,AFG_038_019,titles proper,Dutch (language)
4cf2bf6c-31aa-5807-950a-48bc1ee7aaf8,tg:rubgr:2779,e73_Titles,1,id.title/ti,AFG_086_037,titles proper,Dutch (language)
946d810e-836a-5091-b842-d05795bb0040,tg:rubgr:3273,e73_Titles,1,id.title/ti,AFG_092_003,titles proper,Dutch (language)
04d8e355-1d18-5c7e-a6a9-ad955e56ee41,tg:rubgr:922,e73_Titles,1,id.title/ti,AFG_021_006,titles proper,Dutch (language)
