ResourceID,brocade.id,card,order,source_field,source_code,Product stadium
4b29f025-cccb-5c14-b7ec-b9e28f6e4862,tg:rubgr:950_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
2690f6cd-986d-5fca-8889-fa8c6311d34c,tg:rubgr:4435_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
9db8e955-2c25-5aca-9092-c049466c2a55,tg:rubgr:4199_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
75033c36-1d43-515d-bf35-1be9f80afa97,tg:rubgr:4463_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
2de53a63-e12a-598f-b1d7-4b146aa95d9e,tg:rubgr:4691_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
77383ff3-f4a1-5b25-8f38-1747efdbd7ba,tg:rubgr:4061_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
07a3afb7-4d43-5b28-a07e-2bb70441c99b,tg:rubgr:4466_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
9c1d80eb-01af-53e4-8703-ddc275491f59,tg:rubgr:4464_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
b82e84a5-75f6-5ff9-99d9-4470d661f6cf,tg:rubgr:4697_#1,e22_ProductStadiums,2,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
c6220384-d525-539f-83d6-89835aceb1c2,tg:rubgr:2234_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
