brocade.id,dams_uuid,ResourceID,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
tg:rubdoc:100_#1,I2PJdeteNZRKe6ilEJyo52hs,ef754ad3-788b-5f63-bdc7-08c68c57c7d9,rubdoc,https://dams.antwerpen.be/iiif/I2PJdeteNZRKe6ilEJyo52hs/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/I2PJdeteNZRKe6ilEJyo52hs,DAMS Image,rub,Tekstdrager
tg:rubdoc:101_#1,Y1ba9sUerRhWLmNZTdrfycyW,914dfcfb-740e-5d18-b8a5-dca565f0466c,rubdoc,https://dams.antwerpen.be/iiif/Y1ba9sUerRhWLmNZTdrfycyW/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Y1ba9sUerRhWLmNZTdrfycyW,DAMS Image,rub,Tekstdrager
tg:rubdoc:102_#1,U2fL4QDQOYliMlMXRwMDDbh2,d95a962f-d4c8-5d2f-a41e-16c2e91ef9ed,rubdoc,https://dams.antwerpen.be/iiif/U2fL4QDQOYliMlMXRwMDDbh2/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/U2fL4QDQOYliMlMXRwMDDbh2,DAMS Image,rub,Tekstdrager
tg:rubdoc:103_#1,W1qSAUYNVrOeiNiRwpa3SXvx,20706d10-1f6c-55cb-abca-f5e487b37c4c,rubdoc,https://dams.antwerpen.be/iiif/W1qSAUYNVrOeiNiRwpa3SXvx/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/W1qSAUYNVrOeiNiRwpa3SXvx,DAMS Image,rub,Tekstdrager
tg:rubdoc:104_#1,GaYOVVHkZRZEZBpqDVnWUFXY,491c0c30-9fe7-5ada-bc24-d1d4763cf04d,rubdoc,https://dams.antwerpen.be/iiif/GaYOVVHkZRZEZBpqDVnWUFXY/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/GaYOVVHkZRZEZBpqDVnWUFXY,DAMS Image,rub,Tekstdrager
tg:rubdoc:105_#1,g1GZrSVW7CKPDRZQL4tdEL9c,867a0ac2-592a-5374-971a-e48fdbd6596e,rubdoc,https://dams.antwerpen.be/iiif/g1GZrSVW7CKPDRZQL4tdEL9c/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/g1GZrSVW7CKPDRZQL4tdEL9c,DAMS Image,rub,Tekstdrager
tg:rubdoc:106_#1,f1aakosIjajTZpsHBLT7Zdc2,67bbb771-d3d9-53c8-a3c4-2e6b26612eeb,rubdoc,https://dams.antwerpen.be/iiif/f1aakosIjajTZpsHBLT7Zdc2/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/f1aakosIjajTZpsHBLT7Zdc2,DAMS Image,rub,Tekstdrager
tg:rubdoc:107_#1,F1QE5Xae8hXNMc8eVYVs3hDc,3a8e8093-e2cf-5b7f-86ec-b4b251cfa2bf,rubdoc,https://dams.antwerpen.be/iiif/F1QE5Xae8hXNMc8eVYVs3hDc/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/F1QE5Xae8hXNMc8eVYVs3hDc,DAMS Image,rub,Tekstdrager
tg:rubdoc:108_#1,iJGlXEcuuDYWVMUNEnxw3NMW,a98c7979-b266-55cb-a5a3-0fa4b49cbfbd,rubdoc,https://dams.antwerpen.be/iiif/iJGlXEcuuDYWVMUNEnxw3NMW/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/iJGlXEcuuDYWVMUNEnxw3NMW,DAMS Image,rub,Tekstdrager
tg:rubdoc:109_#1,fLTdvcengf6TlrhS64nKutGf,85641e78-79a3-576e-89b0-749f30fad885,rubdoc,https://dams.antwerpen.be/iiif/fLTdvcengf6TlrhS64nKutGf/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/fLTdvcengf6TlrhS64nKutGf,DAMS Image,rub,Tekstdrager
tg:rubdoc:110_#1,S1MQ5UmBEQTZZTXZ9Vc6roar,6eb9db16-e83f-528b-b6ca-dc5b5d6a7826,rubdoc,https://dams.antwerpen.be/iiif/S1MQ5UmBEQTZZTXZ9Vc6roar/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/S1MQ5UmBEQTZZTXZ9Vc6roar,DAMS Image,rub,Tekstdrager
tg:rubdoc:111_#1,y1W6UpNNBAOLrTUonmk0m6WE,89be7bf5-f1f2-50c4-a703-6c7154c0f505,rubdoc,https://dams.antwerpen.be/iiif/y1W6UpNNBAOLrTUonmk0m6WE/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y1W6UpNNBAOLrTUonmk0m6WE,DAMS Image,rub,Tekstdrager
tg:rubdoc:112_#1,DaHXpmOXlFBkWPZMYdzZJz5r,d0dfa9f1-b34e-5570-85a3-73983a71bc8e,rubdoc,https://dams.antwerpen.be/iiif/DaHXpmOXlFBkWPZMYdzZJz5r/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/DaHXpmOXlFBkWPZMYdzZJz5r,DAMS Image,rub,Tekstdrager
tg:rubdoc:113_#1,D2YdkOZVmTHPtREIYToD5kJW,923c49cb-b556-5649-9e3e-6cd643be7193,rubdoc,https://dams.antwerpen.be/iiif/D2YdkOZVmTHPtREIYToD5kJW/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/D2YdkOZVmTHPtREIYToD5kJW,DAMS Image,rub,Tekstdrager
tg:rubdoc:114_#1,z2HXEbDOcj8VYEYkobMDM2d4,8f205ab8-2376-5627-b79b-9a5a03e8f324,rubdoc,https://dams.antwerpen.be/iiif/z2HXEbDOcj8VYEYkobMDM2d4/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/z2HXEbDOcj8VYEYkobMDM2d4,DAMS Image,rub,Tekstdrager
tg:rubdoc:115_#1,TTGxtPolbUFHVocOale02rQt,24527afc-9e3c-5608-b3a1-aec6febd37a4,rubdoc,https://dams.antwerpen.be/iiif/TTGxtPolbUFHVocOale02rQt/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/TTGxtPolbUFHVocOale02rQt,DAMS Image,rub,Tekstdrager
