ResourceID,brocade.id,card,order,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13267989,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:13261632,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
f3b8764c-3c37-53b2-aa2b-0dcec9d2eac8,tg:rubgr:3638,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13126589,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
ce559a66-7789-55d0-87d9-890816bd884c,tg:rubgr:2332,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13236052,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
58101005-877b-5e68-8c33-bc3db928615d,tg:rubgr:588,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13261513,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
40fa2971-dfc1-540c-b95c-6bd1a876aeb7,tg:rubgr:1058,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13266703,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
e11f0dc2-77c3-518c-ae46-fc8c0565d2b0,tg:rubgr:4143,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13268074,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
92850298-4a92-592c-80f0-2d51defba043,tg:rubgr:3115,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13254409,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
7f6b1010-a2a3-5885-baad-592421f9ddad,tg:rubgr:2769,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:849621,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
946d810e-836a-5091-b842-d05795bb0040,tg:rubgr:3273,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13260703,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
04d8e355-1d18-5c7e-a6a9-ad955e56ee41,tg:rubgr:922,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:985012,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
04d8e355-1d18-5c7e-a6a9-ad955e56ee41,tg:rubgr:922,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:14745325,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
25f6fa2a-3a66-5b66-99c6-a4b0e74c462c,tg:rubgr:657,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13264004,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
f5ef881b-904b-5c04-adc9-853ceadbf766,tg:rubgr:1810,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:412303,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
e9bef3ad-240e-5830-b9fa-658feceef939,tg:rubgr:459,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13241450,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
edf99618-bb67-5547-9a18-d69600c1f412,tg:rubgr:88,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1150011,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
edf99618-bb67-5547-9a18-d69600c1f412,tg:rubgr:88,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:12879084,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
0b2598b4-2daa-59d7-bbbd-a7e517e1c11a,tg:rubgr:364,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13257395,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
e010d292-42d9-5a7f-aee5-c0304a644461,tg:rubgr:4092,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:177052,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
faa1149a-d796-507d-ac48-8bf309188470,tg:rubgr:306,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:370903,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
20a4ccde-a27a-55ab-bec3-340b4b765d21,tg:rubgr:2281,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13257418,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
ee38a826-392b-5604-8e7c-13146bed7323,tg:rubgr:543,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13257647,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
a6659b98-19e8-51f5-883a-fe37fc04a0b7,tg:rubgr:625,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13266703,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
82bb2edd-d62b-50d1-8adf-39871f2bd111,tg:rubgr:891,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:110704,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
54a23a80-852f-541e-92ec-3ec4939aa4ec,tg:rubgr:4386,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:206782,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
622cd11d-4441-5d20-a85b-16c4d3033d49,tg:rubgr:881,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:959682,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
a9f1e800-a66f-559f-9eca-f38f44a6ecec,tg:rubgr:5070,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:12961473,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
