ResourceID,brocade.id,card,order,source_field,source_code,Material
11daa277-63db-5c88-a710-edbfcd31196f,tg:rubhs:31_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
11daa277-63db-5c88-a710-edbfcd31196f,tg:rubhs:31_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
96054547-ed09-553f-ad51-49fb23faff12,tg:rubhs:21_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
96054547-ed09-553f-ad51-49fb23faff12,tg:rubhs:21_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
a0f4505a-38d4-5c11-8119-3cea14b3b45f,tg:rubhs:88_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
a0f4505a-38d4-5c11-8119-3cea14b3b45f,tg:rubhs:88_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
828b6921-fbb4-562e-9ddc-b10d7cc0e42f,tg:rubhs:108_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
828b6921-fbb4-562e-9ddc-b10d7cc0e42f,tg:rubhs:108_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
fe007a6b-04ef-5482-90d1-b1829050dffe,tg:rubhs:118_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
fe007a6b-04ef-5482-90d1-b1829050dffe,tg:rubhs:118_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
e48b6c77-a010-56a1-9b8e-d5428290e54f,tg:rubhs:53_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
e48b6c77-a010-56a1-9b8e-d5428290e54f,tg:rubhs:53_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
7c1308fe-7e53-5742-ab1c-6d448ad06b28,tg:rubhs:43_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
7c1308fe-7e53-5742-ab1c-6d448ad06b28,tg:rubhs:43_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
0fb10a17-cf61-5371-bd3b-293777ce8bfb,tg:rubhs:145_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
0fb10a17-cf61-5371-bd3b-293777ce8bfb,tg:rubhs:145_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
25733196-5b31-5b36-ab9f-19af9ee82683,tg:rubhs:137_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
25733196-5b31-5b36-ab9f-19af9ee82683,tg:rubhs:137_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
43c986f8-d80c-5f44-a328-559e4cef7685,tg:rubhs:127_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
43c986f8-d80c-5f44-a328-559e4cef7685,tg:rubhs:127_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
ec28be6f-b5ea-5bcc-8a48-4416d1113d55,tg:rubhs:111_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
ec28be6f-b5ea-5bcc-8a48-4416d1113d55,tg:rubhs:111_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
5e31abf8-699a-56c1-b981-07e42fb5f0b2,tg:rubhs:101_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
5e31abf8-699a-56c1-b981-07e42fb5f0b2,tg:rubhs:101_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
ac97416f-0ede-52e6-95aa-bd18f3fbe6d2,tg:rubhs:28_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
f54b46cc-554a-59a8-9e15-fa50f84521b2,tg:rubhs:38_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
f54b46cc-554a-59a8-9e15-fa50f84521b2,tg:rubhs:38_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
9e6ee0da-05ee-5e45-a6bf-8e067ae99ed3,tg:rubhs:173_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
a4d9f9f7-197b-5e3d-a551-e8623aa645ed,tg:rubhs:163_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
a4d9f9f7-197b-5e3d-a551-e8623aa645ed,tg:rubhs:163_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
700c5c2c-3825-5234-85a2-79af10c728e3,tg:rubhs:91_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
700c5c2c-3825-5234-85a2-79af10c728e3,tg:rubhs:91_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
d8c011d2-a6a2-566b-8ef4-032942ed15a8,tg:rubhs:81_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
d8c011d2-a6a2-566b-8ef4-032942ed15a8,tg:rubhs:81_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
b26adc0c-a5bc-5319-9290-dd8d4aa6deac,tg:rubhs:215_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
b26adc0c-a5bc-5319-9290-dd8d4aa6deac,tg:rubhs:215_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
9c0d5d14-2e20-5c1d-a322-e7337e4307c0,tg:rubhs:205_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
9c0d5d14-2e20-5c1d-a322-e7337e4307c0,tg:rubhs:205_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
340304d0-5584-5bb1-8d3e-1fa98c47c4aa,tg:rubhs:197_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
340304d0-5584-5bb1-8d3e-1fa98c47c4aa,tg:rubhs:197_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
2656fe26-04e8-52b3-8f88-cfec5c5ee06d,tg:rubhs:187_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
762a80ad-4519-5272-b062-fa1d41dc0a4f,tg:rubhs:100_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
762a80ad-4519-5272-b062-fa1d41dc0a4f,tg:rubhs:100_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,e22_Materials,2,kenmerken.rubschrijfhs,in,ink
0b772e1c-484a-5dda-b31c-262403c2b20e,tg:rubhs:162_#1,e22_Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
