ResourceID,brocade.id,card,order,source_field,Format Number,Format Unit Type,Format Number Type
96054547-ed09-553f-ad51-49fb23faff12,tg:rubhs:21_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,120,folios (leaves),aantal totaal
e48b6c77-a010-56a1-9b8e-d5428290e54f,tg:rubhs:53_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,39,pages (components),aantal beschreven
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,60,folios (leaves),aantal totaal
cd8000b6-b26a-54f7-b3f4-01bde0348542,tg:rubhs:5_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,50,folios (leaves),aantal totaal
dbf2300b-c2f3-5820-8a2e-bc0be3e71817,tg:rubhs:16_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,80,folios (leaves),aantal totaal
06bf299c-f23b-5c3d-8c4e-2bc4eb31b0fb,tg:rubhs:20_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,120,folios (leaves),aantal totaal
2531ede1-d8b6-590e-9bdd-26451bbaa2f7,tg:rubhs:14_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,180,folios (leaves),aantal totaal
27accdde-8d37-58df-a933-8ea1f9a28808,tg:rubhs:22_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,90,folios (leaves),aantal totaal
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,118,pages (components),aantal beschreven
c105aaf5-bcb3-5516-b0ca-e807f418b4f4,tg:rubhs:15_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,60,folios (leaves),aantal totaal
7312b51c-11d7-56db-8700-19ba55b98e1d,tg:rubhs:6_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,40,folios (leaves),aantal totaal
7cb540c6-0d43-5074-a889-4d6a974350c1,tg:rubhs:10_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,60,folios (leaves),aantal totaal
766aff27-7f3f-50f4-a32a-221fef876a2a,tg:rubhs:62_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,101,folios (leaves),aantal totaal
766aff27-7f3f-50f4-a32a-221fef876a2a,tg:rubhs:62_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,35,pages (components),aantal beschreven
ec87b6d0-af70-5183-a6d6-374c3ed484ad,tg:rubhs:19_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,100,folios (leaves),aantal totaal
097b8fc7-ecb0-54d2-8c97-6af7ed12f22e,tg:rubhs:131_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,160,pages (components),aantal beschreven
5b881a0a-c4d8-535a-8c06-d9183fb65ee4,tg:rubhs:18_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,110,folios (leaves),aantal totaal
73f58a22-4888-5185-990c-9df0456f53b7,tg:rubhs:11_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,60,folios (leaves),aantal totaal
d8b5bf72-7cbd-586e-838d-90886ab0b882,tg:rubhs:9_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,70,folios (leaves),aantal totaal
af3ffbe7-72f8-5be6-9d82-a728707b961b,tg:rubhs:218_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,400,pages (components),aantal beschreven
11af4609-627e-59a8-8d39-4e0c36f20741,tg:rubhs:57_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,159,pages (components),aantal beschreven
a2fc095f-69b2-5fac-868c-651297f3fba2,tg:rubhs:13_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,60,folios (leaves),aantal totaal
b9d634ea-f3ef-52da-ab1f-d2464342cdf3,tg:rubhs:60_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,25,pages (components),aantal beschreven
ca99dd6f-1ea4-5b22-986e-dc0ccc849956,tg:rubhs:12_#1,e22_Formats,1,kenmerken/rubpageshs.rubpageshsnumber,60,folios (leaves),aantal totaal
514e1edb-e0e8-523d-934c-6228550354dc,tg:rubhs:219_#1,e22_Formats,1,kenmerken/rubpageswrittenhs.rubpageswrittenhsnumber,180,pages (components),aantal beschreven
