ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
7ca8e3f3-f259-558f-8878-7ce213fca9f4,tg:rubgr:3750,e73_Descriptions,,id.desc,"Costumes. Varekamp, p. 38 [...]",descriptive note,Nederlands
868abc33-6608-503b-aa07-373c88b94f3e,tg:rubgr:598,e73_Descriptions,,id.desc,"Bruegel. Tod Mariae. Der schlafende Jünger auch bei Petrus Christus (publ. von [Max J.] Friedländer, [=The ""Death of the Virgin"" by Petrus Christus] in Burl. Mag. [88], 1946, [pp.159-163] )   auch bei Bartolomé Bermejo, Berlin (Abb. in Berliner Museen, Berichte aus der preuss. Kstslgn [= F. Winkler, Die spanischen und französischen Primitiven in der Gemäldegalerie und in Kupferstichkabinett, in: Berichte aus den preussichen Kunstsammlungen] XLIX, 1928, [pp. 6-12], p. 12) allerdings bei Bermejo ein alter Mann mit aufgestützten Arm. Cf. Belgrad; Sale Christie, July 27, 1923 Pieter Brueghel, 106 Two Peasants tying a Faggot signed and dated 1625 on panel - circular - 7 1/2 in. clean [?] - Calder 36.15.",descriptive note,Nederlands
650efedc-b7c6-5db3-ab9e-5a7e20c2c554,tg:rubgr:3628,e73_Descriptions,,id.desc,"Naer het Leven. Important A.S. Catalogue, Addenda, p. 14; IV, 1969, p. 43f; IV, Fig. 58 [...]",descriptive note,Nederlands
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_Descriptions,,id.desc,"[blad 1] Jan Brueghel. Maurice VAES, Le Journal de Jean Brueghel II, Bulletin de l'Institut historique belge de Rome, Fascule 6, 1926, pp. 163-222, citaten p. 207 Vente publique [...][Notitie FG]: 'One of the largest valuations probably a large picture'; p. 208, Denucé, p. 142 Wit en swert voesterheer van mon Père, 30,5 Gulden [Notitie FG]: 'later Stevens & Musson'; p. 215, 4. Verkocht aen S. Gerrit Van den Horst, tot Campen [Notitie FG]: ('= the painter Gerrit Willemsz. Horst?)(the Rembrandt pupil Horst b.c. 16012-d.1652-rather doubtful whether the same man); The same Denucé, III, Documents Concerning Jan B.I & II, 1934, p. 153.'; 
[blad 2] Jan Brueghel as copyist after P.B.I, see [Arthur E.] Popham, A Handbook of Drawings & Water-Colours in ...[sic][= in the Department of Prints and Drawings] BM,1939, p. 65 Jan Brueghel There are a large number of drawings attributed to him in the department (22) ranging from what must be copies of works by his father (Nos. 1 and 2); see also Popham Catalogue Brit.Mus. Dutch & Flemish XV & XVI Drawings [=  Catalogue of drawings by Dutch and Flemish artists preserved in the Department of Prints and Drawings in the British Museum; 5, London: British Museum, 1932], p. 147, N° 13; 
[blad 3] Duc d'Aumale (Henri d'Orléans) ed. Inventaire de tous les meubles du Cardinal MAZARIN, dressé en 1653, London (Philobiblion Society 1861), p. 320, 233. Le peuple d'Israël avec Moyse [...]Brugolo (6) 2002. (in 1661 Inventaire) Par Breughel; [Notitie FG]: 'Look up Cosnac [= Gabriel Jules Cosnac, Les richesses du Palais Mazarin, correspondance inédite de M. de Bordeaux, ambassadeur en Angleterre : état inédit des tableaux et des tapisseries de Charles premier mis en vente au palais de Somerset en 1650 : inventaire inédit, dressé, après la mort du cardinal Mazarin, en 1661, Paris: Renouard, 1884]; 
[blad 4] Jan BRUEGHEL in Ambrosiana. Paolo MORIGI, La Nobilità di Milano 1619 ed. with: Il Supplimenti della Nobilità di Milano. Raccolta da Girolamo BORSIERI, citaten pp. 71, 72 [...];
[blad 5] Documentary proofs for Jan B's works after his father: 1) Triumph of Death (Liechtenstein & Graz); 2) Quarrel at Cards? (s. Glück, N° 57); 3) Inv. Anthoine 1691 (Denucé, p. 355) St. Jans Predicatie van den Fluweelen Bruegel naer sijn vader pineel f. 800 = Basel?;
[blad 6] The name 'Fluweelen Bruegel' appears in Denucé for the first time in 1653 (Inv. Jer. Wildens), before that time only Jan Bruegel. The name 'Helschen Bruegel' already in Valckenisse Inv. 1614. Fluweelen also in Stevens Inv. 1668; Peter Bruegel in XVII is probably always P.B.II. Ouden Bruegel = P.B.I mostly; 'Breugel' in XVII C. = J.B.I.;
[blad 7, recto] M. Vaes, Le Journal de Jean Brueghel II, Bulletin de l'Institut historique belge de Rome, Fasc. 6, p. 163ff. exc.est; A. Dorner, Das älteste Bild des Sammetbruegel, in: Kunsthist. Studien des Provinzial Mus. zu Hannover, 1926, pp. 44ff., Idem, Das früheste Bildes Sammetbruegel, Jb. preuss. Kst. 1927, pp. 68-72, NOT 1927; [blad 7, verso] Hymans, Pierre, Breughel le Vieux, Gaz. d. Beaux-Arts, 3e. période, III, IV, 1890, V, 1891; 
[blad 8] Jacques COMBE, Brueghel de Velours, One of the series: Les chefs d'oeuvre de l' art flamand, Paris, 1942, citaat p. 4;
[blad 9] Jan Bruegel, Hulin; J. SPETH-HOLTERHOFF, Les peintres flamands de cabinets d' amateurs au XVIIe siècle, Bruxelles, 1957, pp. 27f, 51-60 & passim, J.B. II 122f; M.L. HAIRS, Les peintres flamands de fleurs au XVIIe siècle, Brussels 1955, pp. 23-50, catalogue p. 200-207; Here p. 150, n.55 Liggeren quoted; Catal. Jan B.II 98-100; Jan Peter 102-3 catal 209/10; Ambrosius 100-102; Abraham 103-4, catalogue p. 199f; Jan Baptist 104, catal. 209; P.B. II as flower painter p. 105, catal. 210; Wurzbach not mentioned by Michel; Edith GREINDL, Les peintres flamands de nature morte au XVIIe siècle, Brussels, 1956, Jan B.I p. 126f, catal. p. 153f; [blad 9, verso] Yvonne Thiéry, Le paysage flamand au XVIIe siècle, Brussels, 1957, J. Br. I. p. 67-75 (passim) le catalogue of signed works, p. 174-178; J.B.II, p. 75f, catalogue of signed paintings p. 178f.",descriptive note,Nederlands
36191158-9446-5245-93e5-6d2e410bb158,tg:rubgr:3740,e73_Descriptions,,id.desc,"[4 bladen] [blad 1]Hans Weigel, Trachtenbuch Nurnberg 1577 [...]; [blad 2] Friedrich Hottenroth, Deutsche Volkstrachten, städtische und ländliche, vom XVI. Jahrhundert an bis zum Anfange des XIX. Jahrhunderts, 1923; [blad 3] Woman with beehive-like hat with knob (like Dürer) in Hans Weigel; [blad 4] In Trachtenbuch Mathaeus Schwarz [...][scan]",descriptive note,Nederlands
04fbc0f6-7964-5fec-aa99-f37952fc1df4,tg:rubgr:1120,e73_Descriptions,,id.desc,"Copy from letter of Klaus Demus 11 June, 1975: ....[sic] Kopien nach den 'Jägern im Schnee'. Das Koetsersche Bild war, J.B.I. [Jan Brueghel I]zugeschrieben, schon 1966 im Connoisseur abgebildet (vol. 163, p. 118). [...]",descriptive note,Nederlands
f3b8764c-3c37-53b2-aa2b-0dcec9d2eac8,tg:rubgr:3638,e73_Descriptions,,id.desc,"[5 bladen] K. [Kurt] Erasmus, Roelant Savery : sein Leben und seine Werke, Halle a.S., 1908",descriptive note,Nederlands
ce559a66-7789-55d0-87d9-890816bd884c,tg:rubgr:2332,e73_Descriptions,,id.desc,"Stanley S. Wulc Sale, Christie's, June 29, 1973, illustrated, Lot 50. See my notes in catalogue. Another, better, version with L. Koetser, in Spring exh. 1970, N° 19 and again Spring 1972 (N° 36). A comparable drawing by J.B. (Albertina) published by T. Gerszi in Jb. Berliner Museen.",descriptive note,Nederlands
58101005-877b-5e68-8c33-bc3db928615d,tg:rubgr:588,e73_Descriptions,,id.desc,"Bruegel: Monkeys (Berlin) Interpretation in: H. [Horst] W. Janson, Apes and Ape Lore in the Middle Ages and the Renaissance (Studies of the Warburg Institute, vol. 20) Lo. 1952, pp. 154 ff; Peddlar & Apes, pp. 211-225, p. 237, St James Major & the Magician Hermogenes, p. 283, n. 73.",descriptive note,Nederlands
40fa2971-dfc1-540c-b95c-6bd1a876aeb7,tg:rubgr:1058,e73_Descriptions,,id.desc,"Bruegel: Months. Importance of the Van Orley Series: Chasses de Maximilien (Tapestries in the same direction as the Louvre drawings the [onleesbaar] cartoons of course in reverse)
For composition:
1) First tapestry (Lugt 178) [= Frits Lugt, Musée du Louvre : inventaire général des dessins des écoles du Nord : maîtres des anciens Pays-Bas nés avant 1550, Paris: Éditions des musées nationaux, 1968, pp. 52-57] (here March) leads into picture frame left to right; 
2) Last one (Lugt 189) Here February leading from right to left (Hommage au Roi Modus et la Reine Ratio); 
3) Rhytmic use of trees; 
4) Trees leading into depth (like in Vienna Hunters in the Snow), though less well organised;
5) Flambée du Sanglier (Lugt 188) in January.",descriptive note,Nederlands
