ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type
883eaa0b-5ca3-5345-a316-e3c3738ebd04,tg:rubgr:3750_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
6cbf541f-bc42-5aad-a563-94aebca8d083,tg:rubgr:598_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ffac129d-84bd-563d-887e-078fe0cc22fe,tg:rubgr:3628_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
5b63b7bc-ec00-5ebd-8022-fc5e04187bff,tg:rubgr:2322_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
0b9a0f0f-d3cb-5252-b4db-86e5ddc0090e,tg:rubgr:3740_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
3ca4d00d-5c92-59f3-9477-f4c4fbdd479d,tg:rubgr:2332_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
e517c8de-074d-5f55-b5e5-6ccec95216d7,tg:rubgr:588_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
b25d4e85-6747-5f6f-8f12-bbf70f53a0cf,tg:rubgr:1058_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
94d13175-0239-556d-b9a7-7229fc5ce63a,tg:rubgr:1765_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
f54b955d-f3e6-5468-b866-8145df3a9143,tg:rubgr:3115_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
0ff6c2f1-2384-59f3-b8a4-f86b7adce6c8,tg:rubgr:4153_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
a964cc8c-b93b-5c62-804f-cbd42ad89a14,tg:rubgr:1775_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
d336da52-b59d-57ac-91bd-49789599deec,tg:rubgr:3263_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
a4fea23d-ee3a-5c6d-ab2a-e22da7720b43,tg:rubgr:1403_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
16ed7c03-a75c-54af-99a8-d38e88088caf,tg:rubgr:932_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ff61860a-518e-564c-aff2-e065b3f932fe,tg:rubgr:1413_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
93c6ced4-b01c-569a-b7e1-583239c2b4a4,tg:rubgr:922_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ee3f90f3-84ff-52c3-93ca-eb94a7029c10,tg:rubgr:5002_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
728f2ac3-74a5-5948-8c81-e6c98da37292,tg:rubgr:4508_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
b0ecc133-43af-5dcb-8f76-d7f9abcda942,tg:rubgr:796_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
2ab7a383-e73b-5820-96f1-ec28868b7436,tg:rubgr:1246_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
09824b06-de58-595e-b931-2fbbfe917be6,tg:rubgr:4460_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
f14531f9-e18b-5284-9342-16ebcb7fe858,tg:rubgr:3426_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
4be12e63-223a-5ff1-8155-df24fbc0e059,tg:rubgr:5012_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
78b71cee-df34-5397-9bcb-0e405aa5544a,tg:rubgr:657_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
