ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,Warehouse Location (end),Source Note Type,Source Note Language,Material,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubhs:24_#1,record identifiers,https://data.rubenianum.be//ark:/86530/f3588c10-fcef-54cd-8bac-2ce640818d00,object identifier,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_Archives,1,isad:rub:314,"dlod={""name"":""Agenda's"",""ark"":""ark:/86530/x0/24753a07-8c05-542c-ac87-12c2f15fd5e4"",""uri"":""/repositories/13/archival_objects/33600"",""id"":""isad:rub:314"",""nameWithContext"":[""Algemeen""],""resourceName"":""Archief van Ludwig Burchard"",""resourceArk"":""ark:/86530/x0/139d7525-7b80-51b0-b38d-06a3c1c62851"",""resourceURI"":""/repositories/13/resources/11986"",""resourceID"":""isad:rub:112"",""capacity"":""Agenda's"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/24753a07-8c05-542c-ac87-12c2f15fd5e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_DimensionSourceNotes,1,,,,kenmerken/rubformaths.rubformathsafm,"13 x 9,5 x 1,5",,,,,"13 x 9,5 x 1,5 - height, width, depth, kenmerken/rubformaths.rubformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,130,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,95,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,15,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_Items,1,,,,,,,,,,,,,,,rubhs,tg:rubhs:24_#1,isad:rub:314,,Ra 001 / 001,f3588c10-fcef-54cd-8bac-2ce640818d00,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_Materials,1,,,,kenmerken.rubschrijfhs,pc,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_Materials,2,,,,kenmerken.rubschrijfhs,in,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_ObjectTypes,1,,,,kenmerken.rubgenrehs,ag,,,,,,,,,,,,,,,,,,,,appointment books,,,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_ProductionTechniques,1,,,,kenmerken.rubstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,permission required,,,,,,,,
