ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,Warehouse Location (end),Source Note Type,Source Note Language,Material,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubhs:213_#1,record identifiers,https://data.rubenianum.be//ark:/86530/bfa7278f-aae3-5c02-a8e8-2c42270616fc,object identifier,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_Archives,1,isad:rub:324,"dlod={""name"":""Assistent-Archiefdirecteur \""Bergungstelle für Kunstwerke beim Government Metz\"""",""ark"":""ark:/86530/x0/947a6dd9-0b1a-5d77-9d45-763e27a88361"",""uri"":""/repositories/13/archival_objects/34670"",""id"":""isad:rub:324"",""nameWithContext"":[""Professioneel leven""],""resourceName"":""Archief van Ludwig Burchard"",""resourceArk"":""ark:/86530/x0/139d7525-7b80-51b0-b38d-06a3c1c62851"",""resourceURI"":""/repositories/13/resources/11986"",""resourceID"":""isad:rub:112"",""capacity"":""Assistent-Archiefdirecteur \""Bergungstelle für Kunstwerke beim Government Metz\"""",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/947a6dd9-0b1a-5d77-9d45-763e27a88361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_DimensionSourceNotes,1,,,,kenmerken/rubformaths.rubformathsafm,"19 x 13 x 0,7",,,,,"19 x 13 x 0,7 - height, width, depth, kenmerken/rubformaths.rubformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,190,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,130,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,7,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_Items,1,,,,,,,,,,,,,,,rubhs,tg:rubhs:213_#1,isad:rub:324,,RA 001 / 050,bfa7278f-aae3-5c02-a8e8-2c42270616fc,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_Materials,1,,,,kenmerken.rubschrijfhs,pc,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_Materials,2,,,,kenmerken.rubschrijfhs,in,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_ObjectTypes,1,,,,kenmerken.rubgenrehs,nb,,,,,,,,,,,,,,,,,,,,notebooks,,,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_ProductionTechniques,1,,,,kenmerken.rubstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,permission required,,,,,,,,
