ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,Warehouse Location (end),Source Note Type,Source Note Language,Material,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubhs:185_#1,record identifiers,https://data.rubenianum.be//ark:/86530/3bf3243b-282f-5116-bafe-47f165ded1c0,object identifier,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_Archives,1,isad:rub:1107,"dlod={""name"":""Agenda's op de briefwisseling"",""ark"":""ark:/86530/x0/30089e64-f3af-5c40-8218-994f1204358f"",""uri"":""/repositories/13/archival_objects/118451"",""id"":""isad:rub:1107"",""nameWithContext"":[""Algemeen"",""Briefwisseling""],""resourceName"":""Archief van Ludwig Burchard"",""resourceArk"":""ark:/86530/x0/139d7525-7b80-51b0-b38d-06a3c1c62851"",""resourceURI"":""/repositories/13/resources/11986"",""resourceID"":""isad:rub:112"",""capacity"":""Agenda's op de briefwisseling"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/30089e64-f3af-5c40-8218-994f1204358f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_DimensionSourceNotes,1,,,,kenmerken/rubformaths.rubformathsafm,"21,5 x 18 x 2",,,,,"21,5 x 18 x 2 - height, width, depth, kenmerken/rubformaths.rubformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,215,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,20,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_Items,1,,,,,,,,,,,,,,,rubhs,tg:rubhs:185_#1,isad:rub:1107,T 2 20 2,RA 001 / 003,3bf3243b-282f-5116-bafe-47f165ded1c0,T 2 20 2,remarks,Nederlands,,,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_Materials,1,,,,kenmerken.rubschrijfhs,pc,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_Materials,2,,,,kenmerken.rubschrijfhs,in,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_ObjectTypes,1,,,,kenmerken.rubgenrehs,nb,,,,,,,,,,,,,,,,,,,,notebooks,,,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_ProductionTechniques,1,,,,kenmerken.rubstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,
3bf3243b-282f-5116-bafe-47f165ded1c0,tg:rubhs:185_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,permission required,,,,,,,,
