ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,Warehouse Location (end),Source Note Type,Source Note Language,Material,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubdoc:2065_#1,record identifiers,https://data.rubenianum.be//ark:/86530/1603df1d-feec-591c-8a6d-e4e50495cbf1,object identifier,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,1,isad:rub:1684,"dlod={""name"":""Louis de Male and Baldwin V of Flandres; Two Helmets bearing Crests"",""ark"":""ark:/86530/x0/7bfaaee1-909d-5974-97d9-4fabadec5b96"",""uri"":""/repositories/13/archival_objects/180190"",""id"":""isad:rub:1684"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Louis de Male and Baldwin V of Flandres; Two Helmets bearing Crests"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/7bfaaee1-909d-5974-97d9-4fabadec5b96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,2,isad:rub:1685,"dlod={""name"":""William of Normandy, Count of Flandres, Arnulf II of Flandres and Eight Other Noblemen"",""ark"":""ark:/86530/x0/9def3b3b-28c0-52e5-8251-0ba0846cbda9"",""uri"":""/repositories/13/archival_objects/180297"",""id"":""isad:rub:1685"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""William of Normandy, Count of Flandres, Arnulf II of Flandres and Eight Other Noblemen"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9def3b3b-28c0-52e5-8251-0ba0846cbda9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,3,isad:rub:1699,"dlod={""name"":""Eustache de Morcamp and his Wife, Willem van der Bie, his Wife and Children"",""ark"":""ark:/86530/x0/2a92b6a2-7222-54c1-a108-c5d40ea3d690"",""uri"":""/repositories/13/archival_objects/181795"",""id"":""isad:rub:1699"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Eustache de Morcamp and his Wife, Willem van der Bie, his Wife and Children"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/2a92b6a2-7222-54c1-a108-c5d40ea3d690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,4,isad:rub:1700,"dlod={""name"":""Mary of Savoy, Margaret of Savoy, Anna of Bedford and John IV of Burgundy"",""ark"":""ark:/86530/x0/9a7385a4-1cf7-589d-ba2d-450a7cc28631"",""uri"":""/repositories/13/archival_objects/181902"",""id"":""isad:rub:1700"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Mary of Savoy, Margaret of Savoy, Anna of Bedford and John IV of Burgundy"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9a7385a4-1cf7-589d-ba2d-450a7cc28631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,5,isad:rub:1693,"dlod={""name"":""Yolande de Barbançon, Guillaume de Jauche and Three Other Figures"",""ark"":""ark:/86530/x0/bd82b2cf-f81a-53bd-9702-aae120571048"",""uri"":""/repositories/13/archival_objects/181153"",""id"":""isad:rub:1693"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Yolande de Barbançon, Guillaume de Jauche and Three Other Figures"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/bd82b2cf-f81a-53bd-9702-aae120571048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,6,isad:rub:1701,"dlod={""name"":""Jacqueline of Bavaria, Isabella of Portugal and Three Other Noble Women"",""ark"":""ark:/86530/x0/4908f1d7-48e1-5c47-a0df-2796df502ea3"",""uri"":""/repositories/13/archival_objects/182009"",""id"":""isad:rub:1701"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Jacqueline of Bavaria, Isabella of Portugal and Three Other Noble Women"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/4908f1d7-48e1-5c47-a0df-2796df502ea3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,7,isad:rub:1702,"dlod={""name"":""Ogiva of Luxembourg, Mathilda of Saxony and Two Scottish Noblemen"",""ark"":""ark:/86530/x0/ac12e849-065a-5637-9876-ead597792574"",""uri"":""/repositories/13/archival_objects/182116"",""id"":""isad:rub:1702"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Ogiva of Luxembourg, Mathilda of Saxony and Two Scottish Noblemen"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/ac12e849-065a-5637-9876-ead597792574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,8,isad:rub:1712,"dlod={""name"":""Louis de Nevers, Philip of Alsace and Nineteen Other Male Figures"",""ark"":""ark:/86530/x0/453de339-1506-5a70-9e12-889245b60b84"",""uri"":""/repositories/13/archival_objects/183186"",""id"":""isad:rub:1712"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Louis de Nevers, Philip of Alsace and Nineteen Other Male Figures"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/453de339-1506-5a70-9e12-889245b60b84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603df1d-feec-591c-8a6d-e4e50495cbf1,tg:rubdoc:2065_#1,e22_Archives,9,isad:rub:1713,"dlod={""name"":""Margareta van Gistel and Nine Other Women"",""ark"":""ark:/86530/x0/e0cdb172-f859-5f9b-b0f2-0ed777a4a6b9"",""uri"":""/repositories/13/archival_objects/183293"",""id"":""isad:rub:1713"",""nameWithContext"":[""The Costume Book""],""resourceName"":""V 17 / Peter Paul Rubens"",""resourceArk"":""ark:/86530/x0/99454fbb-10fb-5731-bab1-73256ef5c031"",""resourceURI"":""/repositories/13/resources/8134"",""resourceID"":""isad:rub:76"",""capacity"":""Margareta van Gistel and Nine Other Women"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e0cdb172-f859-5f9b-b0f2-0ed777a4a6b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
