ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,Warehouse Location (end),Source Note Type,Source Note Language,Material,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubhs:103_#1,record identifiers,https://data.rubenianum.be//ark:/86530/bb84d086-f20b-5493-bff6-77e4cea64a09,object identifier,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_Archives,1,isad:rub:315,"dlod={""name"":""Adresboekjes"",""ark"":""ark:/86530/x0/41b57b57-ff5b-5450-b5f7-e419f116a634"",""uri"":""/repositories/13/archival_objects/33707"",""id"":""isad:rub:315"",""nameWithContext"":[""Algemeen""],""resourceName"":""Archief van Ludwig Burchard"",""resourceArk"":""ark:/86530/x0/139d7525-7b80-51b0-b38d-06a3c1c62851"",""resourceURI"":""/repositories/13/resources/11986"",""resourceID"":""isad:rub:112"",""capacity"":""Adresboekjes"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/41b57b57-ff5b-5450-b5f7-e419f116a634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_DimensionSourceNotes,1,,,,kenmerken/rubformaths.rubformathsafm,"17 x 10,5 x 1",,,,,"17 x 10,5 x 1 - height, width, depth, kenmerken/rubformaths.rubformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,170,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,105,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,10,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_Items,1,,,,,,,,,,,,,,,rubhs,tg:rubhs:103_#1,isad:rub:315,T 2 20 2,RA 001 / 002,bb84d086-f20b-5493-bff6-77e4cea64a09,T 2 20 2,remarks,Nederlands,,,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_Materials,1,,,,kenmerken.rubschrijfhs,pc,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_Materials,2,,,,kenmerken.rubschrijfhs,in,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_ObjectTypes,1,,,,kenmerken.rubgenrehs,nb,,,,,,,,,,,,,,,,,,,,notebooks,,,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_ProductionTechniques,1,,,,kenmerken.rubstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,
bb84d086-f20b-5493-bff6-77e4cea64a09,tg:rubhs:103_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,permission required,,,,,,,,
