ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,Warehouse Location (end),Source Note Type,Source Note Language,Material,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubhs:49_#1,record identifiers,https://data.rubenianum.be//ark:/86530/49530f1d-5bfd-5f3d-9387-1d242d116bcb,object identifier,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_Archives,1,isad:rub:314,"dlod={""name"":""Agenda's"",""ark"":""ark:/86530/x0/24753a07-8c05-542c-ac87-12c2f15fd5e4"",""uri"":""/repositories/13/archival_objects/33600"",""id"":""isad:rub:314"",""nameWithContext"":[""Algemeen""],""resourceName"":""Archief van Ludwig Burchard"",""resourceArk"":""ark:/86530/x0/139d7525-7b80-51b0-b38d-06a3c1c62851"",""resourceURI"":""/repositories/13/resources/11986"",""resourceID"":""isad:rub:112"",""capacity"":""Agenda's"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/24753a07-8c05-542c-ac87-12c2f15fd5e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_DimensionSourceNotes,1,,,,kenmerken/rubformaths.rubformathsafm,"10 x 7 x 1,5",,,,,"10 x 7 x 1,5 - height, width, depth, kenmerken/rubformaths.rubformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,100,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,70,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,15,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_Items,1,,,,,,,,,,,,,,,rubhs,tg:rubhs:49_#1,isad:rub:314,,RA 001 / 001,49530f1d-5bfd-5f3d-9387-1d242d116bcb,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_Materials,1,,,,kenmerken.rubschrijfhs,pc,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_Materials,2,,,,kenmerken.rubschrijfhs,in,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_ObjectTypes,1,,,,kenmerken.rubgenrehs,ag,,,,,,,,,,,,,,,,,,,,appointment books,,,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_ProductionTechniques,1,,,,kenmerken.rubstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959,permission required,,,,,,,,
