ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,Warehouse Location (end),Source Note Type,Source Note Language,Material,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubhs:155_#1,record identifiers,https://data.rubenianum.be//ark:/86530/eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,object identifier,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Archives,1,isad:rub:911,"dlod={""name"":""Notitieboekjes"",""ark"":""ark:/86530/x0/e2c18c96-970e-5663-9ae9-ba6026a1fb3b"",""uri"":""/repositories/13/archival_objects/97479"",""id"":""isad:rub:911"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Onderzoek""],""resourceName"":""Archief van Ludwig Burchard"",""resourceArk"":""ark:/86530/x0/139d7525-7b80-51b0-b38d-06a3c1c62851"",""resourceURI"":""/repositories/13/resources/11986"",""resourceID"":""isad:rub:112"",""capacity"":""Notitieboekjes"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e2c18c96-970e-5663-9ae9-ba6026a1fb3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_DimensionSourceNotes,1,,,,kenmerken/rubformaths.rubformathsafm,"16 x 10,5 x 1",,,,,"16 x 10,5 x 1 - height, width, depth, kenmerken/rubformaths.rubformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,160,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,105,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Dimensions,,,,,kenmerken/rubformaths.rubformathsafm,,,10,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Items,1,,,,,,,,,,,,,,,rubhs,tg:rubhs:155_#1,isad:rub:911,T 2 20 2,RA 001 / 122,eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,T 2 20 2,remarks,Nederlands,,,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Materials,1,,,,kenmerken.rubschrijfhs,pc,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_Materials,2,,,,kenmerken.rubschrijfhs,in,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_ObjectTypes,1,,,,kenmerken.rubgenrehs,nb,,,,,,,,,,,,,,,,,,,,notebooks,,,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_ProductionTechniques,1,,,,kenmerken.rubstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,
eb2b2eff-a1cc-5b94-91ee-d50b5ffe188b,tg:rubhs:155_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,permission required,,,,,,,,
