ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
ae42dde8-2922-5eb6-9ce4-92965163d2da,tg:rubgr:2832,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2832,record identifiers,https://data.rubenianum.be//ark:/86530/ae42dde8-2922-5eb6-9ce4-92965163d2da,object identifier,Handschriften,,,,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,tg:rubgr:2832,e73_AssociatedRecords,1,,,,,,,,,rubgr_tekstdrager,relatie naar geheel,tg:rubgr:2811,Verwijzing naar Grossmann object,,d182e3a1-22e0-539b-8569-56addb7651c5,"[{""resourceId"": ""d182e3a1-22e0-539b-8569-56addb7651c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8db57dfc-600e-4c40-89c8-aaee8a23bf7a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fbd01368-c05e-473c-8020-7104eb9d22f9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b17d22b1-c7e3-49b0-b432-5527f0d9e287"", ""inverseOntologyProperty"": """"}]"
ae42dde8-2922-5eb6-9ce4-92965163d2da,tg:rubgr:2832,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,tg:rubgr:2832,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Abdruck aller Quellen für Bruegel: auch van Mander's Lehrgedicht cap 8 (van het landschap), Vers 19, 25, 33-35.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002832,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>5074</priref>
			<number>AFG_086_090</number>
			<part_of_reference>AFG_086_069</part_of_reference>
			<content>Abdruck aller Quellen f&#252;r Bruegel: auch van Mander's Lehrgedicht cap 8 (van het landschap), Vers 19, 25, 33-35.</content>
			<object.object_number>AFG_086</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Fame from contemporaries to XX C. Also early sources, see also [Hans-Wolfgang von] L&#246;hneysen [Die &#228;ltere niederl&#228;ndische Malerei: Kunst und Kritiker, Eisenach: R&#246;th, 1956
</part_of.title>
			<class>AFG</class>
			<editorial_form>Notitie</editorial_form>
			<object.title>Bruegel. Introduction, Inventories</object.title>
			<keyword>Mander, Karel van</keyword>
			<object.creator/>
			<input.date>2014-03-27</input.date>
			<edit.date>2014-03-27</edit.date>
			<edit.date>2014-03-27</edit.date>
			<edit.date>2014-03-27</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>16:24:55</edit.time>
			<edit.time>16:23:49</edit.time>
			<edit.time>16:22:55</edit.time>
			<input.time>16:21:12</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2832,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2832/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
ae42dde8-2922-5eb6-9ce4-92965163d2da,tg:rubgr:2832,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c6bb83fb-a781-578f-9cc9-1909eef8add3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e6b01012-966f-44bc-9d82-673264904810"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
