ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
1038d3cf-fc36-58d0-b715-5092319f2228,tg:rubgr:994,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:994,record identifiers,https://data.rubenianum.be//ark:/86530/1038d3cf-fc36-58d0-b715-5092319f2228,object identifier,Handschriften,,,,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""84a3927d-8079-463a-95fb-318ea9f1868d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f5ac1ebc-bfb5-496d-9156-9bbaaea9a274"", ""inverseOntologyProperty"": """"}]"
1038d3cf-fc36-58d0-b715-5092319f2228,tg:rubgr:994,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,tg:rubgr:994,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>[Bibliotheekformulier: Victoria and Albert Museum Library], G. [Germain] Bazin, Le livre des saisons, (Les trésors de la peinture française; [6), Genève : A. Skira], 1942.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,tg:rubgr:994,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bazin, Germain",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000994,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>3247</priref>
			<number>AFG_022_027</number>
			<content>[Bibliotheekformulier: Victoria and Albert Museum Library], G. [Germain] Bazin, Le livre des saisons, (Les tr&#233;sors de la peinture fran&#231;aise; [6), Gen&#232;ve : A. Skira], 1942.</content>
			<object.object_number>AFG_022</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>Referentie</editorial_form>
			<object.title>Valckenborch, Bruegel, Months</object.title>
			<keyword>Bazin, Germain</keyword>
			<object.creator>Bruegel, Pieter I</object.creator>
			<input.date>2012-03-21</input.date>
			<edit.date>2014-07-24</edit.date>
			<edit.date>2014-07-24</edit.date>
			<edit.date>2012-04-10</edit.date>
			<edit.date>2012-04-06</edit.date>
			<edit.date>2012-03-29</edit.date>
			<edit.date>2012-03-21</edit.date>
			<edit.date>2012-03-21</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>14:00:39</edit.time>
			<edit.time>14:00:30</edit.time>
			<edit.time>10:24:21</edit.time>
			<edit.time>15:57:33</edit.time>
			<edit.time>15:06:33</edit.time>
			<edit.time>15:30:44</edit.time>
			<edit.time>15:25:39</edit.time>
			<input.time>15:23:09</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:994,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:994/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
1038d3cf-fc36-58d0-b715-5092319f2228,tg:rubgr:994,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5e43d265-f5e7-5966-bda5-76c233019fa9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ed7af2a6-e026-405d-ad6e-9995fae4c41c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
