ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2225,record identifiers,https://data.rubenianum.be//ark:/86530/da37f17c-1145-5824-b55a-eeb784dcee8d,object identifier,Handschriften,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a807c360-9f9e-4498-8291-eef9c8d58a19"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f069188c-3360-49ef-8d1d-4a01f41f3630"", ""inverseOntologyProperty"": """"}]"
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<ol start=""91"">
<li>Witt L[ibrary] Landscapes. Catherine, Kress, Coll. Good Photogr. after cleaning.</li>
</ol>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,e73_ExternalRelationsExtras,a::rub.56,ow.link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,online catalogs,220071,https://rkd.nl/nl/explore/images/,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Londen, Witt Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002225,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4468</priref>
			<number>AFG_068_003</number>
			<content>91. Witt L[ibrary] Landscapes. Catherine, Kress, Coll. Good Photogr. after cleaning.</content>
			<object.object_number>AFG_068</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>Notitie</editorial_form>
			<object.title>The Martyrdom of Saint Catherine</object.title>
			<keyword>Londen, Witt Library</keyword>
			<object.creator>Cock, Matthys</object.creator>
			<input.date>2013-04-26</input.date>
			<edit.date>2014-11-07</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.time>16:31:31</edit.time>
			<input.time>10:26:03</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2225,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2225/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""12277796-e83c-5228-aa4e-8bc2384c9058"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b189f639-1c8d-4b4e-b4df-8a77a61e646d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_068_003,repository numbers,,,,,,,,,,,,,,,,,
da37f17c-1145-5824-b55a-eeb784dcee8d,tg:rubgr:2225,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_068_003,titles proper,Dutch (language),,,,,,,,,,,,,,
