ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
dc1b193b-eb1c-5356-b468-f54c00f7fc32,tg:rubdoc:606,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubdoc:606,record identifiers,https://data.rubenianum.be//ark:/86530/dc1b193b-eb1c-5356-b468-f54c00f7fc32,object identifier,Documentatiemappen,,,,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""94048801-9399-452a-838b-e80cdaf78f30"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a44ab37c-4397-444d-84be-285cee4dafc4"", ""inverseOntologyProperty"": """"}]"
dc1b193b-eb1c-5356-b468-f54c00f7fc32,tg:rubdoc:606,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,tg:rubdoc:606,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,tg:rubdoc:606,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zonder datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/doc/V17/RUBENSPP/YC/171,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubdoc:606,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubdoc:606/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,tg:rubdoc:606,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""96394670-8e5b-576b-a6cd-6c17c146f211"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a636c5e-5d19-4262-8109-2f52160b99bb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
dc1b193b-eb1c-5356-b468-f54c00f7fc32,tg:rubdoc:606,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YC_171 - Bij LB 204 (Ludwig Burchard),repository numbers,,,,,,,,,,,,,,,,,
