ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
ce624c85-bd4f-5579-b84d-b88330521563,tg:rubdoc:443,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubdoc:443,record identifiers,https://data.rubenianum.be//ark:/86530/ce624c85-bd4f-5579-b84d-b88330521563,object identifier,Documentatiemappen,,,,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ef7aceaf-92a8-46af-adc5-e54924728ee6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6d64535-aa3d-4cf0-9432-ad2567172e99"", ""inverseOntologyProperty"": """"}]"
ce624c85-bd4f-5579-b84d-b88330521563,tg:rubdoc:443,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,tg:rubdoc:443,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,tg:rubdoc:443,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zonder datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/doc/V17/RUBENSPP/YC/002,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubdoc:443,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubdoc:443/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,tg:rubdoc:443,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fdcb5ac8-d638-5f50-a61e-3cb235db5025"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b8537ad6-ffad-4d98-8475-71a06f59ddff"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
ce624c85-bd4f-5579-b84d-b88330521563,tg:rubdoc:443,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YC_002 - [geen LB-nummer] (Ludwig Burchard),repository numbers,,,,,,,,,,,,,,,,,
