ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,tg:rubgr:3892,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3892,record identifiers,https://data.rubenianum.be//ark:/86530/1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,object identifier,Handschriften,,,,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cbc82418-9a80-470d-b7d3-189997e1d9b4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""344f5644-b98d-455c-bce8-0bee2c524f9f"", ""inverseOntologyProperty"": """"}]"
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,tg:rubgr:3892,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,tg:rubgr:3892,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>38 bladen tekst; 12 bladen bibibliografie; 2 bladen Additions and corrections to typescript of Bruegel+ 2 bladen Bruegel Bibliog. 9 &amp; 10 [scan]</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003892,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6144</priref>
			<number>AFG_102_007</number>
			<content>38 bladen tekst; 12 bladen bibibliografie; 2 bladen Additions and corrections to typescript of Bruegel+ 2 bladen Bruegel Bibliog. 9 &amp; 10 [scan]</content>
			<object.object_number>AFG_102</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>typoscript</editorial_form>
			<object.title>Bruegel Varia: Grossmann 242</object.title>
			<keyword>Grossmann, F.</keyword>
			<object.creator/>
			<input.date>2014-06-26</input.date>
			<edit.date>2014-07-16</edit.date>
			<edit.date>2014-07-16</edit.date>
			<edit.date>2014-06-26</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>15:06:35</edit.time>
			<edit.time>15:06:16</edit.time>
			<edit.time>11:13:58</edit.time>
			<input.time>10:56:54</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3892,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3892/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,tg:rubgr:3892,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""76306640-3ca6-5588-bca7-b2b8550ae4f9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c8ad77a4-00b4-4bc1-adfd-459bde72496e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
1fd3b1a0-9870-527b-b8b7-1ff787b7f3d2,tg:rubgr:3892,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_102_007,repository numbers,,,,,,,,,,,,,,,,,
