ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
e8e85114-7376-5881-985e-6b74c6b81e8b,tg:rubdoc:3102,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubdoc:3102,record identifiers,https://data.rubenianum.be//ark:/86530/e8e85114-7376-5881-985e-6b74c6b81e8b,object identifier,Documentatiemappen,,,,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0ea93adb-c038-40e0-b1d7-cb9deca3e038"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a862c64e-b1a2-46c0-bdd1-9c26e8cfe7cc"", ""inverseOntologyProperty"": """"}]"
e8e85114-7376-5881-985e-6b74c6b81e8b,tg:rubdoc:3102,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,tg:rubdoc:3102,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,tg:rubdoc:3102,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zonder datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/doc/V17/RUBENSPP/CA/106,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubdoc:3102,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubdoc:3102/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,tg:rubdoc:3102,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ec10d8ad-e706-54ab-95b6-2e6eb27229c3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7274cfde-3fee-4b54-a205-ccc80fd28b83"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
e8e85114-7376-5881-985e-6b74c6b81e8b,tg:rubdoc:3102,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA_106 - LB 1855 (Ludwig Burchard),repository numbers,,,,,,,,,,,,,,,,,
