ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,tg:rubdoc:1478,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubdoc:1478,record identifiers,https://data.rubenianum.be//ark:/86530/8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,object identifier,Documentatiemappen,,,,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""da91a9ef-bbec-43cc-b030-d5d8eb05fd80"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0fae842-b9c1-444a-b776-ed8cf7ea5482"", ""inverseOntologyProperty"": """"}]"
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,tg:rubdoc:1478,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Copyright Undetermined,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,tg:rubdoc:1478,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,tg:rubdoc:1478,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zonder datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/doc/v17/RUBENSPP/TP/068,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubdoc:1478,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubdoc:1478/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,tg:rubdoc:1478,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""760f99d5-0967-5927-abdb-5abe5523966e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""23ddf46a-abf0-4700-bffd-a39b33ee26a4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
8d44c651-7ff3-52d6-9d08-f0c2e57b1f67,tg:rubdoc:1478,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TP_068 - LB 594 (Ludwig Burchard),repository numbers,,,,,,,,,,,,,,,,,
