ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
7845f4f7-ecb1-5b54-aee5-50b389ae4191,tg:rubgr:3457,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3457,record identifiers,https://data.rubenianum.be//ark:/86530/7845f4f7-ecb1-5b54-aee5-50b389ae4191,object identifier,Handschriften,,,,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,tg:rubgr:3457,e73_AssociatedRecords,1,,,,,,,,,rubgr_tekstdrager,relatie naar geheel,tg:rubgr:3437,Verwijzing naar Grossmann object,,142e5069-1f4b-57e1-a1ee-9214e57dd5ea,"[{""resourceId"": ""142e5069-1f4b-57e1-a1ee-9214e57dd5ea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4abff997-17a2-4456-bda4-0c43c1b94157"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,tg:rubgr:3457,e73_AssociatedRecords,2,,,,,,,,,rubgr_tekstdrager,relatie naar geheel,tg:rubgr:3447,Verwijzing naar Grossmann object,,835029fe-3a9d-52fc-a824-1ea623022d2b,"[{""resourceId"": ""835029fe-3a9d-52fc-a824-1ea623022d2b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6fa2f96-a22c-4a59-9865-82476cb817b2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""da426a41-58f6-4297-a0d0-cba700905d8e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4563a2b4-b3f2-4377-80f9-c6184d0084b5"", ""inverseOntologyProperty"": """"}]"
7845f4f7-ecb1-5b54-aee5-50b389ae4191,tg:rubgr:3457,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,tg:rubgr:3457,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Bruegel &amp; Bosch. Look up Friedländer: Bruegel's Carnival &amp; Lent, 2) [sic] Among the lost pictures by Bosch 'Flemish Dance'; Hoywaggon [...]</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003457,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>5710</priref>
			<number>AFG_094_021</number>
			<part_of_reference>AFG_094_001</part_of_reference>
			<part_of_reference>AFG_094_011</part_of_reference>
			<content>Bruegel &amp; Bosch. Look up Friedl&#228;nder: Bruegel's Carnival &amp; Lent, 2) [sic] Among the lost pictures by Bosch 'Flemish Dance'; Hoywaggon [...]</content>
			<object.object_number>AFG_094</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Some Sources of Bruegel. Album Amicorum v. G.</part_of.title>
			<part_of.title>Bosch &amp; Bruegel</part_of.title>
			<class>AFG</class>
			<editorial_form>Referentie</editorial_form>
			<object.title>Some Sources of Bruegel. Bruegel: Encyclopedia Britannica</object.title>
			<keyword>Friedl&#228;nder, Max J.</keyword>
			<object.creator/>
			<input.date>2014-06-19</input.date>
			<edit.date>2018-05-30</edit.date>
			<edit.date>2018-05-30</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.name>sa73120</edit.name>
			<edit.time>11:24:24</edit.time>
			<edit.time>11:22:43</edit.time>
			<input.time>12:05:10</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3457,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
7845f4f7-ecb1-5b54-aee5-50b389ae4191,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3457/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
